Topic,Count,Name,Representation,Representative_Docs
11,710,11_medicatie_medicijnen_medicijn_stoppen,"['medicatie', 'medicijnen', 'medicijn', 'stoppen', 'gebruiken', 'gebruik', 'met', 'andere', 'nieuwe', 'nu']",
12,507,12_ontlasting_dunne_per_dag,"['ontlasting', 'dunne', 'per', 'dag', 'dun', 'stoelgang', 'waterige', 'keer', 'aandrang', 'vaste']",
13,447,13_test_thuistest_testen_gedaan,"['test', 'thuistest', 'testen', 'gedaan', 'zelftest', 'thuistesten', 'doen', 'thuis', 'nieuwe', 'negatief']",
14,404,14_prednison_prednisolon_mg_afgebouwd,"['prednison', 'prednisolon', 'mg', 'afgebouwd', 'afbouwen', 'afbouwschema', '20mg', '20', 'met', 'sinds']",
15,438,15_formulieren_formulier_potje_papieren,"['formulieren', 'formulier', 'potje', 'papieren', 'toestemming', 'toestemmingsformulier', 'toesturen', 'sturen', 'opsturen', 'potjes']",
16,414,16_klachten_zijn_verergerd_erger,"['klachten', 'zijn', 'verergerd', 'erger', 'verminderd', 'contact', 'geen', 'nemen', 'minder', 'mochten']",
17,370,17_calprotectine_waarde_test_uitslag,"['calprotectine', 'waarde', 'test', 'uitslag', 'thuistest', 'bekend', 'gedaan', 'gemeten', 'al', 'de']",
18,350,18_crohn_ziekte_van_of,"['crohn', 'ziekte', 'van', 'of', 'dit', 'met', 'medicatie', 'bechterew', 'rustig', 'reuma']",
19,352,19_poli_afspraak_polie_op,"['poli', 'afspraak', 'polie', 'op', 'interne', 'poliafspraak', 'bezoek', 'datum', 'polibezoek', 'augustus']",
20,438,20_bedankt_alvast_dank_moeite,"['bedankt', 'alvast', 'dank', 'moeite', 'hartelijk', 'dankjewel', 'vriendelijk', 'hulp', 'much', 'thank']",
21,540,21_uur_00_datum_30,"['uur', '00', 'datum', '30', 'vrijdag', 'maandag', '14', 'week', 'donderdag', '13']",
22,283,22_vraag_vragen_vraagje_vraagjes,"['vraag', 'vragen', 'vraagje', 'vraagjes', 'hallo', 'nog', 'heb', 'een', 'daarnaast', 'vandaar']",
23,381,23_beter_gaat_slechter_weer,"['beter', 'gaat', 'slechter', 'weer', 'het', 'ging', 'minder', 'lijkt', 'rustig', 'vanzelf']",
24,356,24_buik_pijn_onderbuik_last,"['buik', 'pijn', 'onderbuik', 'last', 'onder', 'rug', 'opgezette', 'bovenbuik', 'mijn', 'gevoel']",
25,330,25_darmen_darm_darmklachten_last,"['darmen', 'darm', 'darmklachten', 'last', 'mijn', 'dikke', 'rustig', 'sinds', 'zijn', 'laatste']",
26,306,26_operatie_chirurg_geopereerd_chirurgie,"['operatie', 'chirurg', 'geopereerd', 'chirurgie', 'anesthesist', 'anesthesie', 'hij', 'opereren', 'gesprek', 'heeft']",
27,247,27_purinethol_puri_nethol_nieuw,"['purinethol', 'puri', 'nethol', 'nieuw', 'recept', '50', 'herhaalrecept', 'apotheek', 'bijna', 'aanvragen']",
28,472,28_tabletten_mg_per_dosis,"['tabletten', 'mg', 'per', 'dosis', 'tablet', 'dosering', 'dag', 'daags', '5mg', 'innemen']",
29,240,29_coach_ibd_periodieke_ibdcoach,"['coach', 'ibd', 'periodieke', 'ibdcoach', 'mijnibdcoach', 'via', 'gezondheidscheck', 'vragenlijst', 'check', 'vullen']",
30,232,30_uitslagen_bekend_binnen_zijn,"['uitslagen', 'bekend', 'binnen', 'zijn', 'al', 'hiervan', 'waren', 'doorgefaxt', 'goed', 'jullie']",
31,261,31_vakantie_vertrek_nederland_ga,"['vakantie', 'vertrek', 'nederland', 'ga', 'naar', 'wij', 'reizen', 'terug', 'gaan', 'zuid']",
32,276,32_spuit_spuiten_zetten_vloeistof,"['spuit', 'spuiten', 'zetten', 'vloeistof', 'gezet', 'weken', 'gespoten', 'zet', 'moet', 'week']",
33,269,33_waardes_waarde_waarden_hoog,"['waardes', 'waarde', 'waarden', 'hoog', 'gemeten', 'was', 'waren', 'zijn', 'gedaald', 'goed']",
34,289,34_doen_wat_moet_iets,"['doen', 'wat', 'moet', 'iets', 'hier', 'hiermee', 'mee', 'kan', 'weet', 'we']",
35,354,35_dit_alsnog_of_geregeld,"['dit', 'alsnog', 'of', 'geregeld', 'is', 'klopt', 'worden', 'verstandig', 'probleem', 'dat']",
36,282,36_beste_dank_bericht_uw,"['beste', 'dank', 'bericht', 'uw', 'bedankt', 'persoon', 'voor', 'reactie', 'heer', 'je']",
37,267,37_vaccinatie_vaccin_vaccinaties_covid,"['vaccinatie', 'vaccin', 'vaccinaties', 'covid', 'vaccineren', 'gevaccineerd', 'mensen', 'pfizer', 'immuunsysteem', 'astrazeneca']",
38,208,38_pentasa_4g_zetpillen_granulaat,"['pentasa', '4g', 'zetpillen', 'granulaat', 'korrels', 'recept', 'pentaza', 'gram', '2gr', 'herhaalrecept']",
39,240,39_toilet_wc_naar_vaker,"['toilet', 'wc', 'naar', 'vaker', 'keer', 'vaak', 'moet', 'dag', 'gemiddeld', 'plassen']",
40,208,40_reactie_bedankt_uw_antwoord,"['reactie', 'bedankt', 'uw', 'antwoord', 'alvast', 'dank', 'voor', 'je', 'dankjewel', 'hartelijk']",
41,405,41_wacht_hoop_afwachten_verder,"['wacht', 'hoop', 'afwachten', 'verder', 'hoe', 'even', 'we', 'af', 'dan', 'zal']",
42,246,42_groet_vriendelijke_alvast_dank,"['groet', 'vriendelijke', 'alvast', 'dank', 'voorbaat', 'bedankt', 'groeten', 'persoon', 'hartelijk', 'dankjewel']",
43,275,43_pijn_pijnlijk_doet_veel,"['pijn', 'pijnlijk', 'doet', 'veel', 'erger', 'maar', 'zenuwpijn', 'zitten', 'lopen', 'liggen']",
44,196,44_advies_adviseren_jullie_graag,"['advies', 'adviseren', 'jullie', 'graag', 'wat', 'tips', 'uw', 'hierin', 'doen', 'raad']",
45,193,45_endoscopie_afdeling_gepland_15,"['endoscopie', 'afdeling', 'gepland', '15', '30', 'gehad', 'donderdag', 'afspraak', 'een', 'januari']",
46,239,46_eten_eet_gegeten_voeding,"['eten', 'eet', 'gegeten', 'voeding', 'drinken', 'eetlust', 'brood', 'voedsel', 'vloeibaar', 'avondeten']",
47,235,47_fijne_feestdagen_weekend_alvast,"['fijne', 'feestdagen', 'weekend', 'alvast', 'gewenst', 'fijn', 'groet', 'wensen', 'jaarwisseling', 'wens']",
48,232,48_bloed_ontlasting_bij_helder,"['bloed', 'ontlasting', 'bij', 'helder', 'zit', 'soms', 'veel', 'sinds', 'weer', 'keer']",
49,317,49_weken_lang_dagen_maanden,"['weken', 'lang', 'dagen', 'maanden', 'twee', 'jaar', 'geleden', 'dit', 'wachten', 'tussen']",
50,263,50_voel_me_echt_slecht,"['voel', 'me', 'echt', 'slecht', 'voelde', 'lekker', 'goed', 'beter', 'voelen', 'niet']",
51,246,51_formulieren_prikken_formulier_bloedafname,"['formulieren', 'prikken', 'formulier', 'bloedafname', 'bloed', 'bloedprikken', 'papieren', 'bloedprik', 'ontvangen', 'sturen']",
52,254,52_buikpijn_last_veel_sinds,"['buikpijn', 'last', 'veel', 'sinds', 'steeds', 'maagklachten', 'ontzettende', 'pijn', 'buik', 'heb']",
53,211,53_darmonderzoek_darm_maagonderzoek_onderzoek,"['darmonderzoek', 'darm', 'maagonderzoek', 'onderzoek', 'dikke', 'darmen', 'gehad', 'gepland', 'maag', 'dunne']",
54,287,54_hoi_bericht_je_hallo,"['hoi', 'bericht', 'je', 'hallo', 'persoon', 'bedankt', 'dankjewel', 'fijn', 'dank', 'hi']",
55,172,55_klysma_klysmas_schuimklysma_schuimklysmas,"['klysma', 'klysmas', 'schuimklysma', 'schuimklysmas', 'gebruiken', 'gebruikt', 'budenofalk', 'klisma', 'salofalk', 'proberen']",
56,204,56_antibiotica_kuur_antibioticakuur_bacterie,"['antibiotica', 'kuur', 'antibioticakuur', 'bacterie', 'probiotica', 'gekregen', 'voorgeschreven', 'cz', 'antibioticum', 'infectie']",
57,201,57_koorts_griep_verkoudheid_38,"['koorts', 'griep', 'verkoudheid', '38', 'ziek', 'verkouden', 'verhoging', 'geen', '39', '37']",
58,255,58_gaat_goed_alles_blij,"['gaat', 'goed', 'alles', 'blij', 'gelukkig', 'prima', 'heel', 'kant', 'het', 'helemaal']",
59,191,59_onderzoek_bevolkingsonderzoek_darmkanker_onderzoeken,"['onderzoek', 'bevolkingsonderzoek', 'darmkanker', 'onderzoeken', 'aan', 'mee', 'meedoen', 'meegedaan', 'geïnteresseerd', 'deelname']",
60,204,60_zwanger_zwangerschap_bevallen_zwangerschapstest,"['zwanger', 'zwangerschap', 'bevallen', 'zwangerschapstest', 'miskraam', 'dochter', 'ongesteld', 'weken', 'onze', 'baby']",
61,174,61_slijm_bloed_soms_veel,"['slijm', 'bloed', 'soms', 'veel', 'dun', 'normaal', 'ontlasting', 'afvegen', 'zit', 'waterig']",
62,163,62_ijzer_ijzerinfuus_ijzergehalte_ijzertekort,"['ijzer', 'ijzerinfuus', 'ijzergehalte', 'ijzertekort', 'b12', 'laag', 'hb', 'infuus', 'tekort', 'ijzertabletten']",
63,249,63_gewrichten_pijn_handen_vingers,"['gewrichten', 'pijn', 'handen', 'vingers', 'last', 'arm', 'benen', 'rug', 'sinds', 'mijn']",
64,165,64_b12_vitamine_vitamines_doorsturen,"['b12', 'vitamine', 'vitamines', 'doorsturen', 'vit', 'spuit', 'spuiten', 'hb', 'recept', 'injectie']",
65,185,65_slijm_ontlasting_bloed_bij,"['slijm', 'ontlasting', 'bloed', 'bij', 'zit', 'sinds', 'soms', 'diarree', 'weer', 'en']",
66,202,66_bloedverlies_bloed_veel_helder,"['bloedverlies', 'bloed', 'veel', 'helder', 'bloedingen', 'verlies', 'zat', 'rood', 'er', 'wel']",
67,157,67_snelle_reactie_bedankt_dank,"['snelle', 'reactie', 'bedankt', 'dank', 'dankjewel', 'voor', 'antwoord', 'uw', 'hulp', 'hartelijk']",
68,166,68_paracetamol_tramadol_amitriptyline_helpt,"['paracetamol', 'tramadol', 'amitriptyline', 'helpt', 'pijn', 'ibuprofen', 'neem', 'gebruik', 'onderdrukken', 'tegen']",
69,156,69_coloscopie_colonscopie_colonoscopie_gastroscopie,"['coloscopie', 'colonscopie', 'colonoscopie', 'gastroscopie', 'gepland', 'colonoscopy', 'gehad', 'ondergaan', 'een', 'afspraak']",
70,231,70_werk_werken_thuis_werkgever,"['werk', 'werken', 'thuis', 'werkgever', 'stage', 'school', 'ben', 'niet', 'baan', 'onderwijs']",
71,162,71_haar_ze_zij_heeft,"['haar', 'ze', 'zij', 'heeft', 'gebeld', 'zou', 'aan', 'bellen', 'vragen', 'mij']",
72,162,72_lab_chemie_biologicals_labformulieren,"['lab', 'chemie', 'biologicals', 'labformulieren', 'formulieren', 'klinische', 'labbriefje', 'potje', 'biological', 'bureau']",
73,153,73_zetpillen_pillen_gebruiken_herhaal,"['zetpillen', 'pillen', 'gebruiken', 'herhaal', 'gebruik', 'recept', 'herhaalrecept', 'goedemorgen', 'gestopt', 'bijna']",
74,149,74_hoor_graag_groet_vriendelijke,"['hoor', 'graag', 'groet', 'vriendelijke', 'groetjes', 'persoon', 'vr', 'gr', 'horen', 'jullie']",
75,125,75_dermatoloog_dermatologie_doorverwijzing_bij,"['dermatoloog', 'dermatologie', 'doorverwijzing', 'bij', 'verwijzing', 'naar', 'geweest', 'pedicure', 'verwijsbrief', 'doorverwezen']",
76,132,76_hoor_graag_het_ik,"['hoor', 'graag', 'het', 'ik', 'alvsst', 'kim', 'her', 'ongemak', 'anders', 'ergens']",
77,194,77_moe_energie_vermoeid_voel,"['moe', 'energie', 'vermoeid', 'voel', 'ben', 'erg', 'merk', 'me', 'ziek', 'extreem']",
78,133,78_kilo_gewicht_afgevallen_kg,"['kilo', 'gewicht', 'afgevallen', 'kg', 'weeg', 'gewichtsverlies', 'ben', 'afvallen', 'woog', 'verliezen']",
79,156,79_huid_gezicht_jeuk_rode,"['huid', 'gezicht', 'jeuk', 'rode', 'vlekken', 'acne', 'droge', 'last', 'benen', 'bultjes']",
80,218,80_ziekenhuis_in_opgenomen_naar,"['ziekenhuis', 'in', 'opgenomen', 'naar', 'locatie', 'het', 'komen', 'ben', 'ontslagen', 'hulp']",
81,135,81_thiosix_herhaalrecept_20_mg,"['thiosix', 'herhaalrecept', '20', 'mg', 'recept', 'nieuw', 'apotheek', 'calcium', 'uitschrijven', 'tabletten']",
82,150,82_locatie_adres_mailadres_naar,"['locatie', 'adres', 'mailadres', 'naar', 'emailadres', 'gewijzigd', 'verhuisd', 'oude', 'in', 'ziekenhuis']",
83,169,83_brief_ontvangen_briefjes_handtekening,"['brief', 'ontvangen', 'briefjes', 'handtekening', 'briefje', 'bijgevoegde', 'post', 'stempel', 'voorzien', 'deze']",
84,221,84_consult_telefonisch_dr_spreekuur,"['consult', 'telefonisch', 'dr', 'spreekuur', 'persoon', 'afspraak', 'met', 'telefonische', 'een', 'contact']",
85,157,85_keel_hoesten_keelpijn_hoest,"['keel', 'hoesten', 'keelpijn', 'hoest', 'neus', 'oor', 'last', 'keelontsteking', 'oorontsteking', 'amandelen']",
86,136,86_anus_fistel_abces_pijn,"['anus', 'fistel', 'abces', 'pijn', 'gevoel', 'sinds', 'branderig', 'endeldarm', 'pijnlijke', 'fistels']",
87,142,87_bericht_uw_bedankt_dank,"['bericht', 'uw', 'bedankt', 'dank', 'update', 'dankjewel', 'voor', 'berichtje', 'je', 'terugkoppeling']",
88,188,88_mg_omeprazol_esomeprazol_500,"['mg', 'omeprazol', 'esomeprazol', '500', 'daags', '40', 'd3', 'dgs', 'chew', '800']",
89,121,89_cortiment_stoppen_afbouwen_slik,"['cortiment', 'stoppen', 'afbouwen', 'slik', 'verbetering', 'beclometason', '9mg', 'met', 'starten', 'gebruik']",
90,152,90_hoor_graag_horen_van,"['hoor', 'graag', 'horen', 'van', 'jullie', 'hoop', 'je', 'spoedig', 'bvd', 'gaarne']",
91,148,91_slaap_slapen_wakker_bed,"['slaap', 'slapen', 'wakker', 'bed', 'geslapen', 'nachten', 'nachtrust', 'vannacht', 'nacht', 'snachts']",
92,105,92_quanton_cal_test_quantoncal,"['quanton', 'cal', 'test', 'quantoncal', 'app', 'zelftest', 'gedaan', 'nieuwe', 'telefoon', 'kits']",
93,115,93_mri_scan_uitslag_datum,"['mri', 'scan', 'uitslag', 'datum', 'zondag', 'gepland', 'gemaakt', 'zaterdag', 'plaats', 'dunne']",
94,158,94_oorzaak_reden_dit_komt,"['oorzaak', 'reden', 'dit', 'komt', 'maken', 'mee', 'misschien', 'kan', 'heeft', 'wat']",
95,210,95_geweest_ziekenhuis_ben_langs,"['geweest', 'ziekenhuis', 'ben', 'langs', 'locatie', 'verhuisd', 'bij', 'huis', 'verhuizen', 'persoon']",
96,132,96_verzekering_zorgverzekering_risico_aanvraag,"['verzekering', 'zorgverzekering', 'risico', 'aanvraag', 'eigen', 'uwv', 'vergoed', 'medische', 'overlijdensrisicoverzekering', 'kosten']",
97,153,97_diarree_buikpijn_water_veel,"['diarree', 'buikpijn', 'water', 'veel', 'dagen', 'dag', 'last', 'overgeven', 'meer', 'en']",
98,106,98_ogen_oogarts_oog_rechteroog,"['ogen', 'oogarts', 'oog', 'rechteroog', 'wijsheid', 'oogontsteking', 'ontstoken', 'ooglid', 'bril', 'oogwit']",
99,88,99_voorbaat_dank_bij_siao,"['voorbaat', 'dank', 'bij', 'siao', 'hartelijk', 'alvast', 'bijvoorbaat', 'aanbevolen', 'hartelijke', 'hou']",
100,95,100_spiegel_dalspiegel_prikken_bekend,"['spiegel', 'dalspiegel', 'prikken', 'bekend', 'spiegels', 'medicijnspiegel', 'laten', 'uitslag', 'geprikt', 'medicatiespiegel']",
101,117,101_sessie_inloggen_klaar_sessies,"['sessie', 'inloggen', 'klaar', 'sessies', 'melding', 'account', 'staat', 'wachtwoord', 'inlog', 'ingevuld']",
102,90,102_tandarts_mond_tong_tandvlees,"['tandarts', 'mond', 'tong', 'tandvlees', 'kaakchirurg', 'ontstoken', 'kaakchirurgie', 'aften', 'tanden', 'gehemelte']",
103,131,103_mdl_arts_huisarts_afspraak,"['mdl', 'arts', 'huisarts', 'afspraak', 'artsen', 'zij', 'medische', 'bij', 'verpleegkundige', 'naar']",
104,230,104_persoon_dit_vraag_eens,"['persoon', 'dit', 'vraag', 'eens', 'hier', 'had', 'besproken', 'willen', 'vreemd', 'met']",
105,93,105_colitis_ulcerosa_colitus_collitis,"['colitis', 'ulcerosa', 'colitus', 'collitis', 'ulcerative', 'klachten', 'symptomen', 'jaar', 'heeft', 'diagnose']",
106,87,106_infliximab_infuus_volgende_subcutaan,"['infliximab', 'infuus', 'volgende', 'subcutaan', 'infliximap', 'gebruik', 'remicade', 'krijg', 'bijwerking', 'inflixmab']",
107,90,107_urine_nier_nieren_urinekweek,"['urine', 'nier', 'nieren', 'urinekweek', 'urineweginfectie', 'nierfunctie', 'gecontroleerd', 'kweek', 'huisarts', 'infectie']",
108,199,108_melden_even_doorgeven_dit,"['melden', 'even', 'doorgeven', 'dit', 'wilde', 'weten', 'toch', 'wil', 'jullie', 'bespreken']",
109,81,109_calpro_thuistest_waarde_test,"['calpro', 'thuistest', 'waarde', 'test', 'calprotest', 'calprosmart', 'gedaan', 'uitslag', '70', 'medewerker']",
110,136,110_controle_wanneer_geweest_afspraak,"['controle', 'wanneer', 'geweest', 'afspraak', 'controles', 'op', 'bij', 'komen', 'moet', 'controlestrook']",
111,132,111_krampen_buikkrampen_buikklachten_kramp,"['krampen', 'buikkrampen', 'buikklachten', 'kramp', 'last', 'veel', 'flinke', 'voeten', 'lucht', 'soms']",
112,117,112_vragenlijst_ingevuld_invullen_vragenlijsten,"['vragenlijst', 'ingevuld', 'invullen', 'vragenlijsten', 'vullen', 'vragen', 'antwoorden', 'lijst', 'maandelijkse', 'deze']",
113,115,113_zorgen_maak_me_bang,"['zorgen', 'maak', 'me', 'bang', 'ongerust', 'beetje', 'maken', 'begin', 'wel', 'hier']",
114,293,114_gebeurd_niet_dit_echter,"['gebeurd', 'niet', 'dit', 'echter', 'helaas', 'gelukt', 'oplossen', 'deze', 'is', 'heden']",
115,156,115_nacht_dag_ochtend_ene,"['nacht', 'dag', 'ochtend', 'ene', 'avond', 'loop', 'keer', 'vaak', 'toe', 'meestal']",
116,112,116_hoofdpijn_duizelig_duizeligheid_hoofd,"['hoofdpijn', 'duizelig', 'duizeligheid', 'hoofd', 'migraine', 'hartkloppingen', 'licht', 'last', 'gevoel', 'erge']",
117,151,117_injectie_injecties_zetten_gezet,"['injectie', 'injecties', 'zetten', 'gezet', 'infusen', 'injecteren', 'spuit', 'volgende', 'weken', 'maandag']",
118,94,118_scopie_gepland_staat_sedatie,"['scopie', 'gepland', 'staat', 'sedatie', 'januari', 'plaatsvinden', 'botscan', 'donderdag', 'vrijdag', '21']",
119,80,119_reumatoloog_reumatologie_artrose_verwijzing,"['reumatoloog', 'reumatologie', 'artrose', 'verwijzing', 'bij', 'fibromyalgie', 'hematoloog', 'afspraak', 'consult', 'gewrichtsklachten']",
120,78,120_ustekinumab_ustekinimab_the_and,"['ustekinumab', 'ustekinimab', 'the', 'and', 'on', 'injection', 'injectie', 'my', 'spiegel', 'started']",
121,78,121_snelle_reactie_bedankt_dankjewel,"['snelle', 'reactie', 'bedankt', 'dankjewel', 'hoi', 'je', 'voor', 'antwoord', 'dank', 'hallo']",
122,155,122_bekend_weet_wijsheid_iets,"['bekend', 'weet', 'wijsheid', 'iets', 'al', 'duidelijk', 'is', 'hier', 'er', 'wat']",
123,109,123_ontsteking_ontstekingen_actief_reuma,"['ontsteking', 'ontstekingen', 'actief', 'reuma', 'genezen', 'dat', 'voorkomen', 'weer', 'toch', 'aanwezig']",
124,78,124_vedolizumab_vedoluzimab_infuus_vedoluzomab,"['vedolizumab', 'vedoluzimab', 'infuus', 'vedoluzomab', 'staat', 'entyvio', 'geplend', 'systeem', 'naast', 'gebruik']",
125,118,125_prikken_prik_laten_morgen,"['prikken', 'prik', 'laten', 'morgen', 'opnieuw', 'maandag', 'handiger', 'geprikt', 'moet', 'dan']",
126,95,126_psylliumvezels_metamucil_suikervrij_teva,"['psylliumvezels', 'metamucil', 'suikervrij', 'teva', 'orange', 'macrogol', 'recept', 'nieuw', 'magnesiumhydroxide', 'volcolon']",
127,192,127_goedemorgen_goedemiddag_goede_morgen,"['goedemorgen', 'goedemiddag', 'goede', 'morgen', 'fijne', 'fijn', 'bedankt', 'goedendag', 'mevrouw', 'uw']",
128,76,128_stoma_stomaverpleegkundige_verwijderd_operatie,"['stoma', 'stomaverpleegkundige', 'verwijderd', 'operatie', 'rondom', 'opgeheven', 'darm', 'dikke', 'tijdelijk', 'wordt']",
129,135,129_mogelijk_mogelijkheden_hoor_dit,"['mogelijk', 'mogelijkheden', 'hoor', 'dit', 'is', 'graag', 'kan', 'zijn', 'er', 'optie']",
130,84,130_app_telefoon_downloaden_ondersteund,"['app', 'telefoon', 'downloaden', 'ondersteund', 'pincode', 'apparaat', 'werkt', 'android', 'it', 'geinstalleerd']",
131,95,131_excuses_sorry_late_vele,"['excuses', 'sorry', 'late', 'vele', 'overlast', 'ongemak', 'excuus', 'geduld', 'reactie', 'voor']",
132,84,132_gehoord_vernomen_niks_niets,"['gehoord', 'vernomen', 'niks', 'niets', 'hier', 'over', 'heden', 'helaas', 'hierover', 'nog']",
133,171,133_last_nergens_gehad_veel,"['last', 'nergens', 'gehad', 'veel', 'meer', 'hier', 'heb', 'nooit', 'van', 'overdag']",
134,78,134_azathioprine_50_azathiopirine_daags,"['azathioprine', '50', 'azathiopirine', 'daags', 'mg', 'tablet', '150mg', 'b4', 'compres', 'klinion']",
135,85,135_vermoeidheid_vermoeidheidsklachten_last_aanwezig,"['vermoeidheid', 'vermoeidheidsklachten', 'last', 'aanwezig', 'vandaan', 'houdt', 'mentaal', 'enorme', 'toegenomen', 'algehele']",
136,63,136_reactie_je_antwoord_hoi,"['reactie', 'je', 'antwoord', 'hoi', 'bedankt', 'dankjewel', 'hallo', 'voor', 'dank', 'hi']",
137,82,137_temperatuur_37_kortademigheid_koud,"['temperatuur', '37', 'kortademigheid', 'koud', 'warm', 'kortademig', 'temp', 'graden', '39', 'adem']",
138,79,138_doen_wat_beste_kan,"['doen', 'wat', 'beste', 'kan', 'nu', 'best', 'advies', 'het', 'adviezen', 'graag']",
139,140,139_misselijk_eetlust_overgeven_misselijkheid,"['misselijk', 'eetlust', 'overgeven', 'misselijkheid', 'eten', 'braken', 'maag', 'gegeten', 'eet', 'last']",
140,123,140_zalf_crème_creme_diltiazem,"['zalf', 'crème', 'creme', 'diltiazem', 'gekregen', 'smeren', 'gesmeerd', 'lidocaine', 'druppels', 'huisarts']",
141,135,141_rode_jeukt_rood_plek,"['rode', 'jeukt', 'rood', 'plek', 'gezwollen', 'bultjes', 'voelt', 'cm', 'rondom', 'dik']",
142,125,142_prima_fijn_dat_heel,"['prima', 'fijn', 'dat', 'heel', 'helemaal', 'nieuws', 'ja', 'fantastisch', 'systeem', 'is']",
143,72,143_drinken_liter_drink_water,"['drinken', 'liter', 'drink', 'water', 'gedronken', 'alcohol', 'genoeg', 'vloeistof', 'vocht', 'thee']",
144,76,144_stress_rol_periode_werk,"['stress', 'rol', 'periode', 'werk', 'stressvolle', 'speelt', 'spanning', 'druk', 'grote', 'reduceren']",
145,59,145_reactie_alvast_groet_vriendelijke,"['reactie', 'alvast', 'groet', 'vriendelijke', 'uw', 'bedankt', 'afwachting', 'groetjes', 'dank', 'hartelijke']",
146,58,146_calprotectine_ontlasting_ingeleverd_waarde,"['calprotectine', 'ontlasting', 'ingeleverd', 'waarde', 'brengen', 'ingeleverde', 'bepaling', 'inleveren', 'calprotectinebepaling', 'laten']",
147,155,147_hoogte_voldoende_hoop_geïnformeerd,"['hoogte', 'voldoende', 'hoop', 'geïnformeerd', 'duidelijkheid', 'weten', 'hopende', 'jullie', 'afwachting', 'hiermee']",
148,62,148_ontstekingswaarde_ontstekingswaarden_ontstekingswaardes_hoog,"['ontstekingswaarde', 'ontstekingswaarden', 'ontstekingswaardes', 'hoog', 'ontsteking', 'waren', 'waarden', 'ontstekingen', 'zien', 'gemeten']",
149,52,149_corona_positief_getest_negatief,"['corona', 'positief', 'getest', 'negatief', 'test', 'blijk', 'bekende', 'milde', 'zekerheid', 'goeiemorgen']",
150,74,150_horen_fijn_om_te,"['horen', 'fijn', 'om', 'te', 'nieuws', 'goed', 'ok', 'ah', 'heel', 'dankjewel']",
151,77,151_mening_denken_hierover_akkoord,"['mening', 'denken', 'hierover', 'akkoord', 'jullie', 'achteraan', 'voorstel', 'hoe', 'hoor', 'vind']",
152,68,152_weekend_fijne_fijn_bedankt,"['weekend', 'fijne', 'fijn', 'bedankt', 'alvast', 'gewenst', 'dank', 'dag', 'prettig', 'dankjewel']",
153,65,153_info_informatie_bedankt_dank,"['info', 'informatie', 'bedankt', 'dank', 'voor', 'ter', 'bovenstaand', 'oke', 'dankjewel', 'gegevens']",
154,134,154_medicatie_bijwerking_dit_medicijnen,"['medicatie', 'bijwerking', 'dit', 'medicijnen', 'medicijn', 'maken', 'ziekte', 'verband', 'door', 'komt']",
155,55,155_snelle_reactie_dank_beste,"['snelle', 'reactie', 'dank', 'beste', 'uw', 'bedankt', 'voor', 'actie', 'hartelijk', 'persoon']",
156,53,156_opvlamming_broeien_angst_als,"['opvlamming', 'broeien', 'angst', 'als', 'voelt', 'zien', 'een', 'klachten', 'nou', 'voorbije']",
157,51,157_stelara_injectie_sterlara_stellara,"['stelara', 'injectie', 'sterlara', 'stellara', 'eerste', 'stelera', 'infuus', 'ziekteactiviteit', 'volgende', '23']",
