Topic,Count,Name,Representation,Representative_Docs
40,177,40_waardes_waarde_waarden_hoog,"['waardes', 'waarde', 'waarden', 'hoog', 'norm', 'gedaald', 'verhoogd', 'laag', 'meting', 'hoger']","['Zijn deze waardes al binnen?', 'Zo ja, wat zijn daar de waardes van geweest?', 'Zo ja, wat zijn deze waardes?']"
41,174,41_mis_gegaan_verkeerd_begrijp,"['mis', 'gegaan', 'verkeerd', 'begrijp', 'fout', 'weet', 'misgegaan', 'verkeerde', 'begrepen', 'wellicht']","['Is er ergens iets mis gegaan?', 'Maar dan is dat blijkbaar mis gegaan.', 'Is er iets mis gegaan?']"
42,173,42_bloedverlies_slijm_bloed_helder,"['bloedverlies', 'slijm', 'bloed', 'helder', 'verlies', 'bloedingen', 'soms', 'afvegen', 'rood', 'klein']","['Ik heb nog steeds bloedverlies.', 'En veel bloedverlies.', 'Dan wel met veel bloedverlies.']"
43,173,43_groet_vriendelijke_hoor_groetjes,"['groet', 'vriendelijke', 'hoor', 'groetjes', 'geb', 'groeten', 'afwachting', 'graag', 'verblijf', 'datum']","['Ik hoor graag van u, Met vriendelijke groet [PERSOON]', 'Ik hoor graag van u.. met vriendelijke groet [PERSOON]', 'Ik hoor het graag,  Vriendelijke groet,  [PERSOON]']"
44,171,44_gezicht_rode_huid_jeuk,"['gezicht', 'rode', 'huid', 'jeuk', 'bultjes', 'benen', 'rood', 'blauwe', 'vlekken', 'plek']","['L. S.  Sinds half Juni last van uitslag en jeuk op benen, armen, romp, vooral op  plekken waar de huid een beetje onder druk heeft gestaan (b.v. als mijn arm op de rand van de tafel heeft gelegen wordt dit een rode, jeukende, licht veheven streep).', 'Ik heb sinds een paar weken last van jeuk in mijn gezicht voorhoofd , kaaklijn dit worden uiteindelijk rode bultjes .', 'Daarnaast merk ik op dat ik op mijn huid wat uitslag heb en sinds kort rode vlekken in mijn gezicht begin te krijgen.']"
45,162,45_paracetamol_tramadol_pijnstillers_helpt,"['paracetamol', 'tramadol', 'pijnstillers', 'helpt', 'morfine', 'pijn', 'ibuprofen', 'pijnstiller', 'diclofenac', 'paracetamols']","['En is er, buiten paracetamol, iets tegen de pijn te doen?', 'mag ik paracetamol/ibubrofen?', '[PERSOON] iedere dag vier paracetamol van 500mg.']"
46,162,46_sturen_post_opsturen_toesturen,"['sturen', 'post', 'opsturen', 'toesturen', 'verstuurd', 'opgestuurd', 'mail', 'emailadres', 'versturen', 'verzonden']","['Is het misschien mogelijk dat jullie deze naar mij via de mail sturen?', 'Is het mogelijk om deze naar mij toe te sturen via de mail?', 'is het per post verstuurd?']"
47,158,47_purinethol_nieuw_recept_herhaalrecept,"['purinethol', 'nieuw', 'recept', 'herhaalrecept', 'puri', 'aanvragen', 'nethol', 'allopurinol', 'herhaal', 'bestellen']","['Hi, kunnen jullie een nieuw recept voor purinethol naar de apotheek in [LOCATIE] sturen?', 'Beste,  Graag zou ik een nieuw recept krijgen van purinethol.', 'Beste,  Graag zou ik een nieuw recept krijgen van purinethol.']"
48,157,48_uitslagen_bekend_bloed_ontlasting,"['uitslagen', 'bekend', 'bloed', 'ontlasting', 'bloeduitslagen', 'uitslag', 'bloedonderzoek', 'weten', 'dalspiegel', 'resultaten']","['Hallo [PERSOON], Zijn de uitslagen van bloed en ontlasting al bekend?', 'En is mijn bloed en of ontlasting uitslagen al bekend.', 'Zijn de uitslagen van bloed en ontlasting al bekend?']"
49,157,49_klysmas_klysma_schuimklysmas_vezels,"['klysmas', 'klysma', 'schuimklysmas', 'vezels', 'movicolon', 'gebruikt', 'salofalk', 'gebruiken', 'zakjes', 'proberen']","['Beste [PERSOON],  Zou ik nog klysmas kunnen vragen op recept.', 'Moet ik dan nog klysmas gebruiken ?', 'Ik heb mijn klysmas weer en neem deze vandaag weer in.']"
50,156,50_apotheek_recept_ontvangen_zojuist,"['apotheek', 'recept', 'ontvangen', 'zojuist', 'aangekomen', 'zeggen', 'gebeld', 'herhaal', 'fout', 'hoi']","['Er was echter geen recept bij de apotheek.', 'Recept is nog niet bij de apotheek?', 'Nog steeds geen recept binnen bij apotheek!']"
51,154,51_bloed_ontlasting_helder_rood,"['bloed', 'ontlasting', 'helder', 'rood', 'donker', 'gevonden', 'zat', 'soms', 'hoeveelheid', 'aambeien']","['ik heb weer veel Bloed tussen mijn ontlasting  wat moet ik nu doen', 'Af en toe alleen wat bloed bij de ontlasting.', 'Maar nu heb ik zaterdag en zondag weer bloed bij de ontlasting gehad.']"
52,154,52_risico_risicogroep_corona_coronavirus,"['risico', 'risicogroep', 'corona', 'coronavirus', 'val', 'virus', 'werken', 'werk', 'onderwijs', 'behoor']","['Val ik ook onder de risicogroep die nu geprikt wordt?', 'Ik maak me een beetje zorgen omdat ik onder de risicogroep val door mijn medicatie.', 'Of val ik niet meer onder de risicogroep.']"
53,154,53_zorgen_moedeloos_voel_ongerust,"['zorgen', 'moedeloos', 'voel', 'ongerust', 'begin', 'geschrokken', 'echt', 'radeloos', 'beroerd', 'schrok']","['En maak me toch wel wat zorgen.', 'Ik maak me echt zorgen.', 'Ik maak me echt zorgen.']"
54,154,54_eten_eet_drink_drinken,"['eten', 'eet', 'drink', 'drinken', 'liter', 'gegeten', 'gedronken', 'alcohol', 'water', 'knoflook']","['vandaag niet meer eten.', 'Ik eet en drink voldoende.', 'ook na het eten.']"
55,147,55_alvast_groeten_bedankt_hartelijk,"['alvast', 'groeten', 'bedankt', 'hartelijk', 'vriendelijke', 'dank', 'groet', 'siao', 'dankjewel', 'mvrgr']","['Alvast hartelijk bedankt Met vriendelijke groet, [PERSOON]', 'Alvast hartelijk dank,  Met vriendelijke groeten,  [PERSOON]', 'Alvast hartelijk dank met vriendelijke groet [PERSOON]']"
56,143,56_reactie_alvast_bedankt_dank,"['reactie', 'alvast', 'bedankt', 'dank', 'dankjewel', 'hartelijk', 'reacties', 'oke', 'befankt', 'respons']","['Alvast bedankt voor uw reactie.', 'Bedankt alvast voor u reactie.', 'Alvast bedankt voor uw reactie.']"
57,142,57_endoscopie_afdeling_gepland_ingepland,"['endoscopie', 'afdeling', 'gepland', 'ingepland', 'datum', 'gastroscopie', 'voorbereiding', 'staat', 'plaatsvinden', 'switchen']","['Hallo,  Ik heb 2 weken geleden een endoscopie gehad.', 'Beste   ik heb 9 september a.s. een endoscopie bij [PERSOON].', 'Ik heb 7 April een endoscopie gehad.']"
58,140,58_ingeleverd_inleveren_ontlasting_leveren,"['ingeleverd', 'inleveren', 'ontlasting', 'leveren', 'brengen', 'gebracht', 'afgeven', 'meenemen', 'lever', 'breng']","['Ik heb 24-03 ook ontlasting ingeleverd.', 'Ik heb daar ook ontlasting ingeleverd.', 'Ik heb maandag nog ontlasting ingeleverd.']"
59,137,59_hoor_graag_bvd_hoort,"['hoor', 'graag', 'bvd', 'hoort', 'hoors', 'gaarne', 'mvr', 'julie', 'alstublieft', 'gehoor']","['Graag hoor ik van u!', 'Graag hoor ik van jullie!', 'Hoor graag van jullie!']"
60,135,60_goed_gaat_blij_rest,"['goed', 'gaat', 'blij', 'rest', 'gelukkig', 'prima', 'tevreden', 'duidelijk', 'voel', 'algemeen']","['Met mij gaat het goed.', 'Het gaat op zich wel goed.', 'Het gaat eigenlijk heel goed met me.']"
61,134,61_proberen_gaten_kenniskuren_rekening,"['proberen', 'gaten', 'kenniskuren', 'rekening', 'houden', 'zsm', 'prima', 'volgen', 'probeer', 'hou']","['Dus ik ga het eerst wel via die weg proberen.', 'Ik ga het zo proberen.', 'Ik wil het toch gaan proberen om eens zonder te proberen.']"
62,132,62_gebeurd_ophouden_helaas_gelukt,"['gebeurd', 'ophouden', 'helaas', 'gelukt', 'lukt', 'heden', 'geval', 'verhinderd', 'gewenste', 'doorgegaan']","['Dit is tot op heden nog steeds niet gebeurd.', 'Helaas is dat niet gebeurd.', 'Dit is helaas niet gebeurd.']"
63,128,63_antibiotica_kuur_antibioticakuur_ciprofloxacine,"['antibiotica', 'kuur', 'antibioticakuur', 'ciprofloxacine', 'voorgeschreven', 'doxycycline', 'gekregen', 'antibioticum', 'huisarts', 'amoxicilline']","['Ik heb antibiotica gekregen.', 'Hoi [PERSOON],  ik ben bij de huisarts geweest en heb een antibiotica kuur van 5 dagen gekregen.', 'Nee geen antibiotica kuur gehad.']"
64,128,64_verbetering_situatie_voelt_vind,"['verbetering', 'situatie', 'voelt', 'vind', 'voel', 'verwarrend', 'lekker', 'gaat', 'jammer', 'echt']","['Maar, ik voel geen enkele verbetering.', 'Er zit verder geen enkele verbetering in mijn situatie.', 'Ik voel geen enkele verbetering.']"
65,128,65_vedolizumab_infliximab_infuus_vedoluzimab,"['vedolizumab', 'infliximab', 'infuus', 'vedoluzimab', 'remicade', 'entyvio', 'vedoluzomab', 'infusen', 'remicadeinfuus', 'volgende']","['18 april is de volgende infuus van de Vedolizumab.', 'woensdag heb ik weer een infuus vedolizumab.', '[PERSOON], Afgelopen dinsdag heb ik een infuus gehad van Vedolizumab.']"
66,127,66_thiosix_herhaalrecept_nieuw_uitschrijven,"['thiosix', 'herhaalrecept', 'nieuw', 'uitschrijven', 'calcium', 'recept', 'apotheek', 'kauwtabletten', 'aub', 'tabletten']","['Is het mogelijk nog een recept te krijgen voor de thiosix?', '[PERSOON],  Mijn medicatie van Thiosix is bijna op.', 'Hoi [PERSOON] & [PERSOON],  Mijn Thiosix 10 mg is bijna op.']"
67,126,67_klopt_optie_probleem_verantwoord,"['klopt', 'optie', 'probleem', 'verantwoord', 'kloppen', 'mogelijk', 'orde', 'teveel', 'voldoende', 'raden']","['Klopt toch of niet.', 'Of klopt dit toch?', 'Kunt u dit nazien of dit klopt?']"
68,124,68_snelle_reactie_bedankt_dank,"['snelle', 'reactie', 'bedankt', 'dank', 'antwoord', 'dankjewel', 'hoi', 'handelen', 'snel', 'bericht']","['[PERSOON], bedankt voor de snelle reactie.', '[PERSOON] bedankt [PERSOON] voor de snelle reactie.', '[PERSOON],  Bedankt voor de snelle reactie.']"
69,123,69_hoor_graag_voorkeur_sinaasappelsmaak,"['hoor', 'graag', 'voorkeur', 'sinaasappelsmaak', 'sinaasappel', 'interesse', 'her', 'smaak', 'houdt', 'ontzettend']","['Ik hoor het graag.', 'Ik hoor het graag.', 'Ik hoor het graag.']"
70,122,70_hoogte_melden_wilde_weten,"['hoogte', 'melden', 'wilde', 'weten', 'hou', 'laat', 'ontwikkelingen', 'houd', 'stellen', 'update']","['Hopelijk maandag wel.. Ik wilde jullie hier graag van op de hoogte stellen.', 'Hallo [PERSOON] en/of [PERSOON],  Ik wil jullie even op de hoogte houden van hoe het met me gaat.', 'Wilde jullie even op de hoogte brengen.']"
71,121,71_prikken_bloedprikken_geprikt_bloed,"['prikken', 'bloedprikken', 'geprikt', 'bloed', 'laten', 'verstandig', 'schildklier', 'prikje', 'voren', 'binnenkort']","['Maar moet ik niet ook nog bloed laten prikken?', 'Maar moet ik dan weer bloed laten prikken?', 'Moet ik dan alsnog ook bloed laten prikken?']"
72,119,72_dun_ontlasting_vaste_zacht,"['dun', 'ontlasting', 'vaste', 'zacht', 'gevormd', 'normale', 'waterdun', 'dunne', 'waterige', 'dunner']","['De ontlasting is ook dun!', 'De ontlasting was ook heel dun.', 'De ontlasting is daarbei ook nog erg.dun.']"
73,118,73_coloscopie_colonscopie_colonoscopie_gepland,"['coloscopie', 'colonscopie', 'colonoscopie', 'gepland', 'colonoscopy', 'ondergaan', 'ingepland', 'sedatie', 'gastroscopie', 'staat']","['Beste, Op 9 juni had ik een coloscopie.', 'Ik heb de afspraak met [PERSOON] dat zij of [PERSOON] de coloscopie doet.', 'Ik heb 7 mei een coloscopie gehad.']"
74,117,74_darmonderzoek_onderzoek_gepland_maagonderzoek,"['darmonderzoek', 'onderzoek', 'gepland', 'maagonderzoek', 'aanstaande', 'narcose', 'carona', 'nav', 'darm', 'staat']","['Beste [PERSOON],  Afgelopen donderdag 16 juli heb ik mijn darmonderzoek gehad.', '9 september heb ik een darmonderzoek.', 'Ook al heb ik dan het darmonderzoek nog niet gehad?']"
75,117,75_poli_poliafspraak_afspraak_polie,"['poli', 'poliafspraak', 'afspraak', 'polie', 'staan', 'mdl', 'dokter', 'lezer', 'bezoek', 'polikliniek']","['5 juli heb ik toch n poli-afspraak bij [PERSOON].', 'Beste [PERSOON] / [PERSOON],   Op 8 augustus a.s. heb ik een afspraak op de poli bij [PERSOON].', 'beste, ik heb 30 maart een afspraak op de poli bij [PERSOON].']"
76,114,76_vragenlijst_invullen_ingevuld_vragenlijsten,"['vragenlijst', 'invullen', 'ingevuld', 'vragenlijsten', 'vullen', 'periodieke', 'antwoorden', 'vragen', 'beeld', 'maandelijks']","['Vragenlijst ingevuld.', 'Volgens mij heb ik deze vragenlijst al ingevuld🤔', 'Ja, ik heb een vragenlijst ingevuld.']"
77,113,77_vraagje_vraag_daarnaast_wen,"['vraagje', 'vraag', 'daarnaast', 'wen', 'seksualiteit', 'item', 'vragen', 'tevens', 'dingetje', 'halloik']","['Daarnaast heb ik nog een vraagje.', 'Daarnaast heb ik nog een vraagje.', 'Daarnaast heb ik nog een vraagje.']"
