Topic,Count,Name,Representation,Representative_Docs
9,444,9_uitslag_resultaten_hiervan_bekend,"['uitslag', 'resultaten', 'hiervan', 'bekend', 'daarvan', 'resultaat', 'benieuwd', 'weten', 'wachten', 'toevallig']","['Is de uitslag er al?', 'Hebben jullie de uitslag al binnen?', 'Hebben jullie daar ook al de uitslag van binnen?']"
10,440,10_infuus_entyvio_infuuscentrum_volgende,"['infuus', 'entyvio', 'infuuscentrum', 'volgende', 'gepland', 'toegediend', 'aanstaande', 'staat', 'biological', 'krijgen']","['Kan ik dan mijn infuus nog een week opschuiven?', 'Ik heb 9 augustus wel mijn infuus gehad.', 'Mag dit samen met mijn infuus?']"
11,426,11_medicatie_medicijnen_medicijn_stoppen,"['medicatie', 'medicijnen', 'medicijn', 'stoppen', 'medicijngebruik', 'starten', 'gebruik', 'gebruiken', 'wennen', 'voorgeschreven']","['Mijn medicatie is op', 'De medicatie is namelijk op.', 'Moet ik dit vóór of na de medicatie doen?']"
12,411,12_ontlasting_dunne_dun_waterige,"['ontlasting', 'dunne', 'dun', 'waterige', 'vaste', 'aandrang', 'waterig', 'soms', 'hard', 'keer']","['sinds 3 dagen heb ik geen ontlasting.', 'Heb wel een pluiziger ontlasting.', 'Het is ook solid ontlasting.']"
13,399,13_test_thuistest_testen_thuistesten,"['test', 'thuistest', 'testen', 'thuistesten', 'gedaan', 'zelftest', 'thuis', 'negatief', 'nieuwe', 'uitvoeren']","['Ik heb dus geen test kunnen doen.', 'Ik heb nog een test.', 'Zal ik doen ,ik heb nog een test.']"
14,397,14_prednison_prednisolon_afgebouwd_afbouwschema,"['prednison', 'prednisolon', 'afgebouwd', 'afbouwschema', 'afbouwen', 'starten', 'gestart', 'slikken', 'gebruik', 'slik']","['Ben ik hier weg kan ik weer aan de prednison.', 'ik heb 10 dagen prednison gehad.', 'Ik neem nog 10 mg prednison.']"
15,390,15_formulieren_formulier_potje_toestemmingsformulier,"['formulieren', 'formulier', 'potje', 'toestemmingsformulier', 'toestemming', 'papieren', 'toesturen', 'opsturen', 'potjes', 'prikformulieren']","['Hallo [PERSOON] kunt u me nieuwe formulieren en potje toe sturen ?', 'Hallo [PERSOON],  Ik heb  formulieren en een potje.', 'Ja ik heb alle formulieren en potje.']"
16,371,16_klachten_verergerd_verminderd_toenemen,"['klachten', 'verergerd', 'verminderd', 'toenemen', 'erger', 'verergeren', 'contact', 'verbeterd', 'klachtenvrij', 'verminderen']","['Zelf heb ik geen klachten.', 'Ik heb verder geen klachten.', 'Ik heb ook klachten.']"
17,356,17_calprotectine_waarde_thuistest_test,"['calprotectine', 'waarde', 'thuistest', 'test', 'uitslag', 'bekend', 'gemeten', 'gedaan', 'gestegen', 'calproteine']","['Calprotectine was 48.', 'Is dat calprotectine?', 'En de calprotectine?']"
18,342,18_crohn_ziekte_bechterew_rustig,"['crohn', 'ziekte', 'bechterew', 'rustig', 'combinatie', 'ontstekingen', 'gerelateerd', 'verklaring', 'medicatie', 'actief']","['Ik vraag me toch of dit iets met de Crohn te maken kan hebben.', 'Kan dit iets met de crohn te maken hebben en is hier iets aan te doen?', 'Zou het kunnen dat dit te maken heeft met Crohn?']"
19,310,19_poli_poliafspraak_polie_polibezoek,"['poli', 'poliafspraak', 'polie', 'polibezoek', 'afspraak', 'interne', 'bellen', 'plannen', 'gesloten', 'staan']","['Ik heb namelijk sinds de poli-afspraak (nog?)', 'Ik heb morgenvrowg een afspraak op de poli', 'Er zou dan een afspraak gemaakr worden op de poli.']"
20,289,20_moeite_bedankt_alvast_hartelijk,"['moeite', 'bedankt', 'alvast', 'hartelijk', 'dankjewel', 'dank', 'medewerking', 'hulp', 'super', 'oke']","['Alvast bedankt voor de moeite.', 'Alvast bedankt voor de moeite.', 'Alvast bedankt voor de moeite!']"
21,282,21_datum_gepland_middag_ochtend,"['datum', 'gepland', 'middag', 'ochtend', 'erna', 'verzet', 'half', 'laat', 'tijdstip', 'mogelijk']","['Als dat in de ochtend gepland zou kunnen worden zou dat heel fijn zijn.', 'Deze is gepland op donderdag [DATUM] om 14.10 uur.', 'Er is nog geen datum gepland.']"
22,253,22_vraagje_vraag_vragen_vraagjes,"['vraagje', 'vraag', 'vragen', 'vraagjes', 'tweetal', 'vandaar', 'aantal', 'daarnaast', 'stellen', 'hallo']","['Hallo,  Ik heb een vraagje.', 'Hallo, ik heb een vraagje.', 'Hallo, ik heb nog een vraagje.']"
23,250,23_beter_gaat_slechter_ging,"['beter', 'gaat', 'slechter', 'ging', 'vanzelf', 'rustig', 'begint', 'ineens', 'slecht', 'geworden']","['Ja, het gaat beter.', 'Het gaat wat beter.', 'Gaat nu ook inderdaad wat beter.']"
24,249,24_buik_pijn_onderbuik_opgezette,"['buik', 'pijn', 'onderbuik', 'opgezette', 'bovenbuik', 'navel', 'ribben', 'links', 'rechts', 'stekende']","['Mijn buik doet al drie weken heel naar.', 'Ik heb de afgelopen dagen wat meer rommel in mijn buik gehad.', 'Ik heb veel pijn in mijn buik.']"
25,246,25_darmen_darm_darmklachten_rustig,"['darmen', 'darm', 'darmklachten', 'rustig', 'dikke', 'onrustig', 'last', 'rustiger', 'darmproblemen', 'onrust']","['Ik heb geen last van mijn darmen.', 'Ik heb sinds een week of twee/drie meer last van mijn darmen.', 'Ik heb weer last van mijn darmen.']"
26,237,26_operatie_geopereerd_chirurg_chirurgie,"['operatie', 'geopereerd', 'chirurg', 'chirurgie', 'anesthesist', 'anesthesie', 'opereren', 'gesprek', 'plaatsvinden', 'hechtingen']","['Graag zou ik nu weten wat dat voor een operatie zou zijn.', '[PERSOON] en [PERSOON] ivm een operatie.', 'Hoi [PERSOON] of [PERSOON] afgelopen maandag mijn operatie gehad.']"
27,233,27_purinethol_nieuw_puri_recept,"['purinethol', 'nieuw', 'puri', 'recept', 'nethol', 'herhaalrecept', 'allopurinol', 'aanvragen', 'herhaal', 'bestellen']","['Beste,  Zou ik weer een recept mogen krijgen voor de purinethol?', 'Het gaat om de purinethol.', 'Dat is purinethol 50mg naar apotheek de [LOCATIE].']"
28,231,28_tabletten_dosering_dosis_tablet,"['tabletten', 'dosering', 'dosis', 'tablet', 'afbouwen', 'daags', 'gram', 'innemen', 'tabletjes', 'ipv']","['Ik heb nog 24 tabletten.', 'Mijn tabletten zijn bijna op.', 'Nu heb ik nog tabletten t/m tweede kerstdag.']"
29,230,29_ibdcoach_ibd_periodieke_gezondheidscheck,"['ibdcoach', 'ibd', 'periodieke', 'gezondheidscheck', 'check', 'vragenlijst', 'vullen', 'team', 'invullen', 'sessie']","['Beste IBDcoach, beste [PERSOON],  Dit weekend zijn mijn klachten geëscaleerd.', '[PERSOON]/[PERSOON],  ik kom inmiddels weer in mijn IBDcoach.', 'Na 2 weken zou de uitslag bekend zijn in mijn ibdcoach.']"
30,223,30_uitslagen_bekend_hiervan_doorgefaxt,"['uitslagen', 'bekend', 'hiervan', 'doorgefaxt', 'inzien', 'zijner', 'horen', 'zien', 'goed', 'vertellen']","['Zijn daar de uitslagen al van binnen?', 'Zijn er al uitslagen?', 'Zijn er al uitslagen binnen?']"
31,217,31_vakantie_vertrek_nederland_zuid,"['vakantie', 'vertrek', 'nederland', 'zuid', 'afrika', 'terug', 'griekenland', 'camping', 'plan', 'turkije']","['Over drie weken ga ik met vakantie naar Kirgizië.', 'Wij zijn met vakantie van 4 t/m 19 september.', 'Ik ben echter op vakantie van 26 december tot 8 januari.']"
32,214,32_spuit_spuiten_zetten_vloeistof,"['spuit', 'spuiten', 'zetten', 'vloeistof', 'gezet', 'gespoten', 'zet', 'blood', 'naald', 'nieuwe']","['Ik moet deze donderdag weer de spuit zetten.', 'Ik zal zelf nog een afspraak maken met [PERSOON] of [PERSOON] voor de spuit.', 'Aangezien het ook een spuit is.']"
33,213,33_waardes_waarde_waarden_hoog,"['waardes', 'waarde', 'waarden', 'hoog', 'gedaald', 'gemeten', 'verhoogd', 'norm', 'gestegen', 'hoger']","['Zo ja, wat zijn daar de waardes van geweest?', 'Zijn deze waardes al binnen?', 'mijn waardes zijn nu 139.']"
34,209,34_hiermee_hieraan_mee_weet,"['hiermee', 'hieraan', 'mee', 'weet', 'eraan', 'belangrijker', 'kanmoet', 'ermee', 'ondernemen', 'goed']","['Ik weet even niet wat ik hiermee moet?', 'Ik weet niet wat ik hiermee moet?', 'Weet niet zo goed wat hiermee te doen?']"
35,206,35_klopt_geregeld_optie_verstandig,"['klopt', 'geregeld', 'optie', 'verstandig', 'verantwoord', 'kloppen', 'nodig', 'probleem', 'wijs', 'doorgaan']","['Klopt dit inderdaad?', 'Klopt dit dan nu niet?', 'Of klopt dit toch?']"
36,206,36_dank_bericht_beste_bedankt,"['dank', 'bericht', 'beste', 'bedankt', 'heer', 'reactie', 'hartelijk', 'uitleg', 'informatie', 'antwoord']","['Beste,  Dank u wel voor uw bericht.', 'Beste [PERSOON],  Dank voor het bericht.', 'Beste [PERSOON],  Dank voor uw bericht.']"
37,205,37_vaccin_vaccinatie_vaccinaties_gevaccineerd,"['vaccin', 'vaccinatie', 'vaccinaties', 'gevaccineerd', 'vaccineren', 'mensen', 'immuunsysteem', 'covid', 'pfizer', 'moderna']","['Ja, de vaccinatie inderdaad', '12 mei heb ik mijn tweede vaccinatie met het Moderna vaccin in het [ZIEKENHUIS].', 'het vaccin van [PERSOON]?']"
38,205,38_pentasa_korrels_granulaat_pentaza,"['pentasa', 'korrels', 'granulaat', 'pentaza', 'zetpillen', 'gram', 'sachet', 'recept', 'herhaalrecept', 'compact']","['Graag had ik weer een nieuw herhaar recept Pentasa 2gr [PERSOON]', 'Ik zou graag een nieuw recept willen voor de pentasa 1 x 4 g per dag.', 'Pentasa granulated 2gr [PERSOON]']"
39,203,39_toilet_vaker_gemiddeld_keer,"['toilet', 'vaker', 'gemiddeld', 'keer', 'toiletbezoeken', 'dringend', 'rennen', 'aandrang', 'hoef', 'nacht']","[""Ga zo'n 4 - 6x per dag naar het toilet."", 'Ga zeker 20x per dag naar toilet.', 'Kan wel iedere dag naar de toilet.']"
40,198,40_reactie_antwoord_bedankt_alvast,"['reactie', 'antwoord', 'bedankt', 'alvast', 'dank', 'dankjewel', 'hartelijk', 'vast', 'antwoorden', 'toelichting']","['Alvast bedankt voor de reactie.', 'Alvast bedankt voor jullie reactie.', 'Alvast bedankt voor uw reactie.']"
41,193,41_wacht_hoop_afwachten_wachten,"['wacht', 'hoop', 'afwachten', 'wachten', 'lukken', 'hopen', 'gebeuren', 'snel', 'hopelijk', 'doorgaan']","['Dan wacht ik af tot 8 augustus.', 'Ik wacht dat maar gewoon even af.', 'ik hoop dat het eerder kan, ik wacht het af.']"
42,185,42_vriendelijke_groet_alvast_voorbaat,"['vriendelijke', 'groet', 'alvast', 'voorbaat', 'groeten', 'dank', 'bedankt', 'mvrgr', 'hartelijk', 'groetjes']","['Alvast bedankt..  Vriendelijke groet,  [PERSOON]', 'Bedankt alvast en met vriendelijke groet,  [PERSOON]', 'alvast bedankt , met vriendelijke groet, [PERSOON]']"
43,185,43_pijn_zenuwpijn_erger_pijnlijk,"['pijn', 'zenuwpijn', 'erger', 'pijnlijk', 'hoofdpijnen', 'zeurende', 'voelt', 'verga', 'verdragen', 'heftig']","['Dit is ondoenlijk van wege de pijn!', 'Pijn is al wat minder.', 'Is er iets wat ik kan doen tegen de pijn?']"
44,184,44_advies_adviseren_tips_graag,"['advies', 'adviseren', 'tips', 'graag', 'raad', 'adviezen', 'raden', 'hiermee', 'adviseert', 'geven']","['Wat is jullie advies?', 'Wat is hierin jullie advies?', 'Dit advies kan ik ook nu navolgen?']"
45,181,45_endoscopie_afdeling_gepland_ingepland,"['endoscopie', 'afdeling', 'gepland', 'ingepland', 'voorbereiding', 'plaatsvinden', 'staat', 'datum', 'anesthesie', 'afspraak']","['Beste   ik heb 9 september a.s. een endoscopie bij [PERSOON].', 'Op 19 juni heb ik een endoscopie gehad.', 'Ik heb 7 April een endoscopie gehad.']"
46,181,46_eten_eet_gegeten_voeding,"['eten', 'eet', 'gegeten', 'voeding', 'voedsel', 'voedingsmiddelen', 'drinken', 'avondeten', 'brood', 'maaltijden']","['Meestal na het eten.', 'Wat mag ik wel/ niet eten?', 'Eten gaat nog redelijk goed, ik eet misschien iets minder.']"
47,181,47_feestdagen_fijne_weekend_gewenst,"['feestdagen', 'fijne', 'weekend', 'gewenst', 'alvast', 'wens', 'wensen', 'fijn', 'gezond', 'prettige']","['Alvast bedankt en fijne feestdagen!', 'Fijne feestdagen alvast!', 'Fijne feestdagen alvast!']"
48,181,48_bloed_ontlasting_helder_zit,"['bloed', 'ontlasting', 'helder', 'zit', 'rood', 'gevonden', 'soms', 'afvegen', 'donker', 'keer']","['ik heb weer veel Bloed tussen mijn ontlasting  wat moet ik nu doen', 'Ik heb nog steeds bloed bij de ontlasting.', 'Af en toe alleen wat bloed bij de ontlasting.']"
49,179,49_lang_maanden_interval_jaar,"['lang', 'maanden', 'interval', 'jaar', 'tussenperiode', 'aankomen', 'duren', 'duurt', 'periode', 'min']","['Vorig jaar moest dat iedere 4 maanden.', 'Ik vind drie weken vanaf nu wachten weer heel lang.', 'Ik vind het geen bezwaar een kortere tussenperiode te hebben maar kan niet inschatten wat het risico is de periode te lang te maken.']"
50,176,50_voel_slecht_moedeloos_lekker,"['voel', 'slecht', 'moedeloos', 'lekker', 'serieus', 'echt', 'voelen', 'voelt', 'prima', 'voelde']","['Ik voel me niet goed.', 'Ik voel me nog altijd niet goed.', 'Ik voel me redelijk.']"
51,176,51_formulieren_formulier_prikken_bloedprikken,"['formulieren', 'formulier', 'prikken', 'bloedprikken', 'bloedprik', 'bloedafname', 'papieren', 'bloedbriefje', 'bloed', 'sturen']","['Ik had graag nieuwe formulieren gehad om bloed te laten prikken', 'Ik zal dan zodra Ik de formulieren heb, bloed gaan prikken.', 'Ik heb geen formulieren meer voor het prikken van het bloed.']"
52,174,52_buikpijn_last_buikpijnklachten_ontzettende,"['buikpijn', 'last', 'buikpijnklachten', 'ontzettende', 'erge', 'hele', 'hevige', 'vaker', 'avond', 'vrijwel']","['Wel nog buikpijn.', 'Af en toe nog wat buikpijn.', 'Ik heb afgelopen week veel buikpijn gehad.']"
53,173,53_darmonderzoek_darm_maagonderzoek_onderzoek,"['darmonderzoek', 'darm', 'maagonderzoek', 'onderzoek', 'darmspecialist', 'gepland', 'slokdarm', 'maag', 'darmen', 'dikke']","['Beste [PERSOON],  Afgelopen donderdag 16 juli heb ik mijn darmonderzoek gehad.', 'Ook al heb ik dan het darmonderzoek nog niet gehad?', '9 september heb ik een darmonderzoek.']"
54,172,54_hoi_bericht_dankjewel_bedankt,"['hoi', 'bericht', 'dankjewel', 'bedankt', 'info', 'dank', 'fijn', 'hallo', 'berichtje', 'nieuws']","['Hoi [PERSOON], Bedankt voor je bericht.', 'Hoi [PERSOON],  Bedankt voor het bericht  [PERSOON]', 'Hoi [PERSOON], bedankt voor je bericht.']"
55,171,55_klysmas_klysma_schuimklysmas_klismas,"['klysmas', 'klysma', 'schuimklysmas', 'klismas', 'gebruikt', 'budenofalk', 'gebruiken', 'salofalk', 'proberen', 'bestellen']","['Beste [PERSOON],  Zou ik nog klysmas kunnen vragen op recept.', 'Ik heb mijn klysmas weer en neem deze vandaag weer in.', 'Ik heb nu geen klysmas meer.']"
56,166,56_antibiotica_kuur_bacterie_antibioticakuur,"['antibiotica', 'kuur', 'bacterie', 'antibioticakuur', 'probiotica', 'gekregen', 'wand', 'infectie', 'longontsteking', 'voorgeschreven']","['Hoi [PERSOON],  ik ben bij de huisarts geweest en heb een antibiotica kuur van 5 dagen gekregen.', 'Nee geen antibiotica kuur gehad.', 'Ik heb antibiotica gekregen.']"
57,161,57_koorts_griep_verkoudheid_verhoging,"['koorts', 'griep', 'verkoudheid', 'verhoging', 'lichte', 'koude', 'hoofdpijn', 'ziek', 'rillingen', 'verschijnselen']","['Ik heb geen koorts.', 'Ik heb geen koorts.', 'Ik heb verder geen koorts.']"
58,161,58_gaat_blij_goed_gelukkig,"['gaat', 'blij', 'goed', 'gelukkig', 'kant', 'rest', 'prima', 'ging', 'vertrouwen', 'loopt']","['Ja, het gaat wel goed.', 'Gaat vrij goed met mij.', 'Er gaat e.e.a. niet goed.']"
59,161,59_onderzoek_bevolkingsonderzoek_darmkanker_meedoen,"['onderzoek', 'bevolkingsonderzoek', 'darmkanker', 'meedoen', 'onderzoeken', 'meegedaan', 'genteresseerd', 'deelname', 'mee', 'roesje']","['Zelf zou ik graag een onderzoek willen en welke maakt mij niet uit.', 'Zou graag mijn bijdrage aan dit onderzoek willen doen.', 'Wat heeft dit onderzoek uitgewezen?']"
60,160,60_zwanger_zwangerschap_bevallen_zwangerschapstest,"['zwanger', 'zwangerschap', 'bevallen', 'zwangerschapstest', 'miskraam', 'ongesteld', 'dochter', 'keizersnede', 'baby', 'zoon']","['Ook nu ik bijna 34 weken zwanger ben.', 'Ik ben nu 28,5 zwanger.', 'Ik ben bijna 15 weken zwanger.']"
61,156,61_slijm_bloed_soms_afvegen,"['slijm', 'bloed', 'soms', 'afvegen', 'normaal', 'slijmbeursontsteking', 'dun', 'bloedverlies', 'slijmerig', 'waterig']","['Geen bloed of slijm.', 'Slijm en bloed dus.', 'Wel met bloed en slijm .']"
62,156,62_ijzer_ijzerinfuus_ijzergehalte_ijzertekort,"['ijzer', 'ijzerinfuus', 'ijzergehalte', 'ijzertekort', 'laag', 'tekort', 'ijzertabletten', 'infuus', 'gehalte', 'gecontroleerd']","['Als het ijzer te laag wordt, heeft [PERSOON] me de vorige keer een ijzer infuus voorgeschreven.', 'Hallo,   Op 6 augustus heb ik mijn ijzer infuus gehad.', 'Ik heb vorige week mijn ijzer infuus gehad.']"
63,155,63_gewrichten_handen_vingers_arm,"['gewrichten', 'handen', 'vingers', 'arm', 'pijn', 'knien', 'last', 'knie', 'spierpijn', 'benen']","['- Pijn in gewrichten/peesaanhechtingen.', 'Sinds 10 dagen heb ik veel last van mijn gewrichten in mijn handen en doen mijn ellebogen veel pijn.', 'Ik heb wel heel veel kaat van mijn handen en andere gewrichten.']"
64,152,64_vitamine_vitamines_doorsturen_spuit,"['vitamine', 'vitamines', 'doorsturen', 'spuit', 'injecties', 'injectie', 'laag', 'vitaminen', 'spuiten', 'gehalte']","['De vitamine B12 die ook geprikt was, was 220.', 'Ook zou ik graag nog nieuwe herhalingsrecepten willen hebben voor mijn vitamine B12.', 'vitamine B12 in (25 ug).']"
65,150,65_slijm_ontlasting_bloed_zit,"['slijm', 'ontlasting', 'bloed', 'zit', 'soms', 'spoortje', 'prop', 'vermengd', 'zichtbaar', 'diarree']","['Geen bloed of slijm bij de ontlasting.', 'Sinds 2 dagen heb ik weer wat slijm en bloed bij de ontlasting.', 'Slijm niet bij ontlasting wel bloed .']"
66,148,66_bloedverlies_helder_bloedingen_bloed,"['bloedverlies', 'helder', 'bloedingen', 'bloed', 'verlies', 'rood', 'klein', 'spoortje', 'erbij', 'pus']","['Dan wel met veel bloedverlies.', 'Ik heb nog steeds bloedverlies.', 'En veel bloedverlies.']"
67,147,67_snelle_reactie_bedankt_dankjewel,"['snelle', 'reactie', 'bedankt', 'dankjewel', 'dank', 'antwoord', 'hulp', 'reageren', 'hartelijk', 'nogmaals']","['Bedankt voor uw snelle reactie.', 'Bedankt voor de snelle reactie.', 'Bedankt voor de snelle reactie.']"
68,146,68_paracetamol_tramadol_amitriptyline_helpt,"['paracetamol', 'tramadol', 'amitriptyline', 'helpt', 'ibuprofen', 'onderdrukken', 'pijn', 'arcoxia', 'gepakt', 'slik']","['Kan ik paracetamol nemen tegen de pijn?', 'mag ik paracetamol/ibubrofen?', '[PERSOON] iedere dag vier paracetamol van 500mg.']"
69,139,69_coloscopie_colonscopie_colonoscopie_gastroscopie,"['coloscopie', 'colonscopie', 'colonoscopie', 'gastroscopie', 'gepland', 'ondergaan', 'beelden', 'staat', 'datum', 'team']","['Beste, Op 9 juni had ik een coloscopie.', 'Ik heb de afspraak met [PERSOON] dat zij of [PERSOON] de coloscopie doet.', 'Ik heb 7 mei een coloscopie gehad.']"
70,132,70_werk_werken_werkgever_stage,"['werk', 'werken', 'werkgever', 'stage', 'onderwijs', 'thuis', 'fulltime', 'uren', 'school', 'zorg']","['Ben eigenlijk weer veel te veel aan het werk.', 'Ik werk namelijk van ma t/m vr.', 'Wel ben ik weer meer aan het werk in mijn horecazaak.']"
71,132,71_gebeld_mogelijkheden_spreken_belt,"['gebeld', 'mogelijkheden', 'spreken', 'belt', 'persoonlijk', 'bellen', 'hoopte', 'gesprek', 'bereid', 'schrijven']","['Ze heeft echter niet gebeld.', 'Zij heeft mij toen niet gebeld.', 'ze zou mij daar donderdag voor terug bellen maar ik ben niet gebeld.']"
72,127,72_lab_labformulieren_chemie_biologicals,"['lab', 'labformulieren', 'chemie', 'biologicals', 'klinische', 'labformulier', 'bureau', 'labbriefjes', 'potje', 'labuitslagen']","['(Ik heb nog hematologie lab 1 en klinische chemie lab 1 thuis).', 'Wel een lab 4 en lab 1 formulier.', 'Hallo [PERSOON]/[PERSOON],  Hoe was mijn lab van afgelopen dinsdag?']"
73,124,73_zetpillen_pillen_herhaal_gebruik,"['zetpillen', 'pillen', 'herhaal', 'gebruik', 'gebruiken', 'herhaalrecept', 'gestopt', 'doosje', 'pak', 'rustiger']","['Nu zijn de zetpillen bijna op.', 'Ik heb nu nog 13 zetpillen.', 'Zelfde dan de zetpillen.']"
74,121,74_hoor_groet_vriendelijke_groetjes,"['hoor', 'groet', 'vriendelijke', 'groetjes', 'graag', 'vrgr', 'groeten', 'mvrgr', 'hartelijke', 'verneem']","['Ik hoor graag van jullie [PERSOON]', 'Ik hoor graag van je,  [PERSOON]', 'Ik hoor graag van jullie  [PERSOON]']"
75,120,75_dermatoloog_dermatologie_doorverwijzing_verwijzing,"['dermatoloog', 'dermatologie', 'doorverwijzing', 'verwijzing', 'verwijsbrief', 'vervolgafspraak', 'kalknagels', 'langsgaan', 'doorverwezen', 'huid']","['Morgen ga ik wederom naar mijn dermatoloog!', 'Ik moest toch naar dermatoloog.', 'Of naar de dermatoloog.']"
76,120,76_hoor_graag_kim_her,"['hoor', 'graag', 'kim', 'her', 'groetjes', 'terug', '', '', '', '']","['Ik hoor het graag.', 'Ik hoor het graag.', 'Ik hoor het graag.']"
77,120,77_moe_energie_vermoeid_voel,"['moe', 'energie', 'vermoeid', 'voel', 'merk', 'suf', 'energielevel', 'doodmoe', 'ontzettend', 'uitgeput']","['Ik heb nog altijd heel weinig energie en ben snel erg moe.', 'Beste,   De laatste tijd heb ik weinig energie en voel ik me vaak moe.', 'Weinig energie en moe.']"
78,119,78_kilo_gewicht_afgevallen_weeg,"['kilo', 'gewicht', 'afgevallen', 'weeg', 'gewichtsverlies', 'afvallen', 'woog', 'verliezen', 'roken', 'weegt']","['Zo ben ik na ongeveer een jaar tien kilo afgevallen.', 'Ben nu al een paar kilo afgevallen.', 'Toen ben ik ook 3 kilo afgevallen.']"
79,119,79_gezicht_huid_jeuk_acne,"['gezicht', 'huid', 'jeuk', 'acne', 'vlekken', 'rode', 'jeukende', 'droge', 'huiduitslag', 'benen']","['mijn vragen zijn, wat kan ik doen aan de jeuk en roodheid van mijn gezicht?', 'Daarnaast merk ik op dat ik op mijn huid wat uitslag heb en sinds kort rode vlekken in mijn gezicht begin te krijgen.', 'Verder heb ik een ontzettend droge huid gekregen vooral mijn gezicht en hals.']"
80,118,80_ziekenhuis_ontslagen_ambulance_opgenomen,"['ziekenhuis', 'ontslagen', 'ambulance', 'opgenomen', 'locatie', 'lig', 'steden', 'vanmiddag', 'komen', 'spoedeisende']","['Moet ik dan naar het ziekenhuis.', 'Moet woensdag namelijk ook al weer naar t ziekenhuis.', 'Het was niet het ziekenhuis zelf.']"
