Topic,Count,Name,Representation,Representative_Docs,Rank
16,479,16_recept_nieuw_herhaalrecept_questran,"['recept', 'nieuw', 'herhaalrecept', 'questran', 'uitschrijven', 'herhaal', 'recepten', 'salofalk', 'sturen', 'krijgen']","['Kunnen jullie een recept voor mij maken?', 'Het recept mag naar    .', 'Het recept mag naar   .']",21
33,473,33_hoor_graag_hoop_groetjes,"['hoor', 'graag', 'hoop', 'groetjes', 'horen', 'vriendelijke', 'groet', 'groeten', 'hoogte', 'alvast']","['Hoor graag van jullie  ', 'Ik hoor graag,   ', 'Ik hoor het graag van jullie.']",22
9,473,9_humira_spuit_spuiten_zetten,"['humira', 'spuit', 'spuiten', 'zetten', 'injectie', 'gebruik', 'gespoten', 'prik', 'injecties', 'gestart']","['Beste 11 dagen geleden eerste keer Humira.', 'Minder dan zonder Humira.', 'Kan dit te maken hebben met de Humira?']",23
39,460,39_afspraak_plannen_inplannen_nieuwe,"['afspraak', 'plannen', 'inplannen', 'nieuwe', 'gepland', 'gemaakt', 'afspraken', 'termijn', 'ingepland', 'verzetten']","['Kan ik een afspraak maken bij  ', 'Ben jij er dan ook bij of is de afspraak alleen met   ?', 'Of moet de afspraak volgens jullie toch eerder?']",24
23,460,23_morgen_bereikbaar_vandaag_vanmiddag,"['morgen', 'bereikbaar', 'vandaag', 'vanmiddag', 'ochtend', 'werk', 'ophalen', 'middag', 'hele', 'kom']","['Dit zal ik morgen doen gr  ', 'Ik moet morgen in   zijn.', 'Daar moet ik toch zijn morgen.']",25
24,450,24_uitslagen_uitslag_bekend_resultaten,"['uitslagen', 'uitslag', 'bekend', 'resultaten', 'hiervan', 'benieuwd', 'weten', 'daarvan', 'resultaat', 'hoor']","['Is er al bekend de uitslagen Groethes', 'Zijn deze uitslagen al bekend ?', 'Ik vroeg me af of de uitslagen hiervan al bekend waren?']",26
85,440,85_bespreken_overleggen_gesprek_overleg,"['bespreken', 'overleggen', 'gesprek', 'overleg', 'graag', 'poliafspraak', 'belafspraak', 'besproken', 'voorstel', 'kijken']","['Graag wil ik bespreken hoe verder.', 'Ik zou dit graag nog eens bespreken.', 'Wil ik ook graag even verder bespreken.']",27
151,426,151_wilde_weten_doorgeven_dacht,"['wilde', 'weten', 'doorgeven', 'dacht', 'melden', 'voldoende', 'laat', 'vandaar', 'genformeerd', 'hoogte']","['Dat wilde ik jullie even doorgeven.', 'Ik wilde dit e en doorgeven.', 'Wilde je dat even laten weten.']",28
54,422,54_apotheek_naam_meerssen_service,"['apotheek', 'naam', 'meerssen', 'service', 'margraten', 'derrein', 'genoteerd', 'kollar', 'liefs', 'gasthuis']","['Apotheek de     in  ?', '     Apotheek    .', 'De naam van mijn Apotheek is Apotheek  .']",29
62,417,62_doorgaan_stoppen_mee_verstandig,"['doorgaan', 'stoppen', 'mee', 'verstandig', 'hiermee', 'rekening', 'bedoeling', 'blijven', 'gebruiken', 'vraag']","['Dit mag gewoon doorgaan?', 'Kan dat doorgaan?.', 'Moet ik hier nog mee doorgaan nu ik het infuus heb gehad?']",30
53,403,53_buikpijn_buik_last_darmen,"['buikpijn', 'buik', 'last', 'darmen', 'pijn', 'maag', 'krampen', 'buikkrampen', 'flinke', 'onderbuik']","['Ik heb afgelopen week veel buikpijn gehad.', 'Ik had de laatste weken veel last van buikpijn.', 'De afgelopen week heb ik steeds meer last van buikpijn.']",31
32,394,32_injectie_injecties_spuit_spuiten,"['injectie', 'injecties', 'spuit', 'spuiten', 'infusen', 'stelara', 'ustekinumab', 'zetten', 'infuus', 'infliximab']","[' , Ik heb inmiddels een afspraak voor de injectie as vrijdag.', 'Zal ik het dan over 2 weken doen voor de injectie.', 'Heb 18 april de 2e injectie gehad.']",32
21,386,21_darmonderzoek_darm_colonscopie_darmkanker,"['darmonderzoek', 'darm', 'colonscopie', 'darmkanker', 'bevolkingsonderzoek', 'darmen', 'maagonderzoek', 'gastroscopie', 'onderzoek', 'gepland']","['Beste,   Afgelopen vrijdag heb ik een darmonderzoek gehad.', 'Ook al heb ik dan het darmonderzoek nog niet gehad?', '9 september heb ik een darmonderzoek.']",33
14,383,14_vitamine_ijzer_ijzerinfuus_ijzergehalte,"['vitamine', 'ijzer', 'ijzerinfuus', 'ijzergehalte', 'foliumzuur', 'laag', 'vit', 'magnesium', 'tekort', 'vitamines']","['De vitamine B12 die ook geprikt was, was 220.', 'vitamine B12 in (25 ug).', 'Is het tevens mogelijk om dan ook nog eens vitamine b12 en ijzer te laten prikken?']",34
30,378,30_infuus_duurt_periode_alweer,"['infuus', 'duurt', 'periode', 'alweer', 'lang', 'minuten', 'zon', 'schema', 'duurde', 'zitten']","['laatste infuus is alweer een paar weken geleden.', 'Het 6e infuus stond geplend voor 6 april  (dus een maand na het vorige infuus) maar die datum heb ik laten verplaatsen naar 22 april (7 1/2 week na vorige infuus) omdat 1 maand na het laatste infuus mij te snel leek en omdat die datum slecht uitkwam.', 'Is het dan een probleem om de infuus dan met een tussen periode van 7 weken te nemen, anders worden het 10 weken er tussen.']",35
17,378,17_snelle_reactie_dank_bedankt,"['snelle', 'reactie', 'dank', 'bedankt', 'antwoord', 'dankjewel', 'snel', 'reageren', 'hartelijk', 'handelen']","['Bedankt voor jullie snelle reactie.', 'Bedankt voor de snelle reactie.', 'Heel erg bedankt voor de snelle reactie.']",36
18,373,18_klachten_verergerd_erger_verergeren,"['klachten', 'verergerd', 'erger', 'verergeren', 'toenemen', 'dezelfde', 'toegenomen', 'verminderd', 'contact', 'verminderen']","['Ik heb toch nog steeds veel klachten.', 'Ik heb ook klachten.', 'Alle klachten zijn iedere dag weer anders maar ze zijn er wel.']",37
22,366,22_gehoord_ontvangen_heden_vernomen,"['gehoord', 'ontvangen', 'heden', 'vernomen', 'helaas', 'brief', 'gekregen', 'potje', 'mail', 'post']","['Tot op heden heb ik hier nog niets over gehoord.', 'Tot op heden heb ik niks gehoord.', 'Helaas heb ik nog niks ontvangen of gehoord.']",38
55,360,55_brief_mail_post_email,"['brief', 'mail', 'post', 'email', 'bericht', 'mailtje', 'sturen', 'ontvangen', 'verzonden', 'gestuurd']","['Dus als dat zo is zou ik dan zo’n brief kunnen ontvangen?', 'Hallo,  Ik heb de brief m.tb.t.', ' ,   Deze brief heb ik.']",39
80,350,80_dank_alvast_bedankt_dankjewel,"['dank', 'alvast', 'bedankt', 'dankjewel', 'hartelijk', 'mvg', 'siao', 'hartstikke', 'voorbaat', 'vriendelijk']","['Alvast dank weer,   ', 'Alvast dank   ', 'Alvast dank,   ']",40
26,346,26_voel_klachten_rustig_goed,"['voel', 'klachten', 'rustig', 'goed', 'prima', 'probleem', 'gelukkig', 'last', 'gaat', 'rustiger']","['Ik voel mij verder goed en heb geen klachten.', ' ,  Ik heb geen klachten, voel me verder goed!', 'Verder voel ik me nog steeds goed en heb ik geen andere klachten.']",41
27,344,27_diarree_diaree_slijm_buikpijn,"['diarree', 'diaree', 'slijm', 'buikpijn', 'water', 'misselijk', 'ontlasting', 'krampen', 'last', 'dunne']","['Ik ga nu de elfde dag met onverminderde diarree in; ik ben nu ca.', 'En heb nog diarree.', 'Af en toe heb ik ook wat diarree.']",42
44,339,44_formulieren_formulier_toestemmingsformulier_toesturen,"['formulieren', 'formulier', 'toestemmingsformulier', 'toesturen', 'papieren', 'opsturen', 'potje', 'sturen', 'prikformulieren', 'ingevuld']","['Zo ja, zou u mij die formulieren dan kunnen sturen?', 'Ik heb hiervoor echter een formulier nodig en mijn vraag is nu of het mogelijk is mij zo een formulier toe te sturen?', 'Zouden jullie mij hiervoor een formulier kunnen toesturen?']",43
15,338,15_vaccinatie_vaccin_vaccinaties_covid,"['vaccinatie', 'vaccin', 'vaccinaties', 'covid', 'vaccineren', 'gevaccineerd', 'antistoffen', 'astrazeneca', 'pfizer', 'mensen']","['Zaterdag krijg ik mijn vaccinatie met Astra Zenica.', 'het vaccin van  ?', 'Dan ga ik de vaccinatie afspraak maken.']",44
31,336,31_fijne_goedemorgen_goedemiddag_goede,"['fijne', 'goedemorgen', 'goedemiddag', 'goede', 'bedankt', 'dank', 'goedendag', 'gewenst', 'dames', 'middag']","['Doe Ik, Fijne dag verder!', 'Dank u!Fijne dag, ', 'Bedankt en fijne dag']",45
43,332,43_volgende_komende_vorige_weekje,"['volgende', 'komende', 'vorige', 'weekje', 'infuus', 'begin', 'uitstellen', 'ingeleverd', 'geluk', 'erna']","['Ik zou volgende week maandag alles kunnen inleveren.', 'Ben zelf geneigd om de volgende spuit gewoon volgende week weer te zetten.', 'dan is het beste volgende week.']",46
38,328,38_vraag_vragen_vraagje_vraagjes,"['vraag', 'vragen', 'vraagje', 'vraagjes', 'antwoord', 'navragen', 'benieuwd', 'nieuwsgierig', 'aantal', 'hallo']","['Welnu wat is de vraag?', 'Verder heb ik nog een andere vraag.', 'Ik heb wel nog een vraag.']",47
106,327,106_gisteren_vanmorgen_vanochtend_ochtend,"['gisteren', 'vanmorgen', 'vanochtend', 'ochtend', 'vandaag', 'gister', 'begonnen', 'gisteravond', 'echo', 'gespoten']","['Vanmorgen had ik ontlasting.', 'Dit heb ik al sinds gisteren.', 'Nu gisteren en vandaag ook weer.']",48
103,326,103_gebeld_telefonisch_contact_telefonische,"['gebeld', 'telefonisch', 'contact', 'telefonische', 'vandaag', 'bellen', 'morgen', 'gisteren', 'terugbellen', 'vorige']","['Goedemiddag, Gisteren had ik een telefonische afspraak met  .', 'Beste  / , Vandaag ben ik gebeld door  .', 'Beste, Ik zou gisteren gebeld worden door  .']",49
29,324,29_vakantie_vertrek_nederland_terug,"['vakantie', 'vertrek', 'nederland', 'terug', 'reizen', 'gaan', 'afrika', 'zuid', 'buitenland', 'weekend']","['Vanaf 17.07 ben ik op vakantie.', 'Ik ga wel op 29-7 op vakantie.', 'Ga over 14 dagen op vakantie.']",50
82,315,82_gepland_datum_scopie_infuus,"['gepland', 'datum', 'scopie', 'infuus', 'staat', 'geboortedatum', 'volgende', 'eind', 'begin', 'plaats']","['Donderdag 11 juni om 13:30 uur staat de scopie gepland.', 'Hoi  ,  De scopie staat gepland op 20 maart om 10.00.', 'Hoi  ,  De scopie staat gepland op donderdag 29 april.']",51
47,314,47_eten_eet_voeding_gegeten,"['eten', 'eet', 'voeding', 'gegeten', 'eetlust', 'voedsel', 'probeer', 'slik', 'producten', 'maaltijden']","['Sindsdien heb ik erg last van het eten van knoflook.', 'Wat mag ik wel/ niet eten?', 'Eten gaat nog redelijk goed, ik eet misschien iets minder.']",52
145,303,145_vergeten_gebeurd_gelukt_heden,"['vergeten', 'gebeurd', 'gelukt', 'heden', 'helaas', 'sorry', 'gekomen', 'verwacht', 'gehoord', 'bijlage']","['Dit is dus niet gebeurd?', 'Dit is tot op heden nog niet gelukt.', 'Dit is tot op heden nog steeds niet gebeurd.']",53
63,294,63_gebeld_gemist_helaas_gemiste,"['gebeld', 'gemist', 'helaas', 'gemiste', 'telefoontje', 'telefoon', 'oproep', 'nummer', 'sorry', 'bereikbaar']","['Hallo  ,  Wat fijn dat u mij heeft gebeld, helaas heb ik de oproep niet gehoord.', 'Beste  ,  Ik zie helaas geen gemiste oproep op mijn telefoon, wellicht is ergens iets mis gegaan.', 'Ja ik ben telefonisch bereikbaar sorry ik zag net pas de gemiste oproep   ik ben eventueel morgen hele dag bereikbaar']",54
50,290,50_wacht_wachten_afwachten_gaten,"['wacht', 'wachten', 'afwachten', 'gaten', 'lang', 'geduld', 'duurt', 'duren', 'hou', 'houd']","['Ik wacht het gewoon af.', 'Ik wacht dat maar gewoon even af.', 'Oké,dan wacht ik nog even af.']",55
20,284,20_poli_afspraak_polie_interne,"['poli', 'afspraak', 'polie', 'interne', 'bezoek', 'bellen', 'gebeld', 'telefonisch', 'komen', 'gesloten']","['Gewoon op de poli?', 'Maandag 5 maart op de poli.', 'Ik ben op dan op poli bij  .']",56
125,283,125_telefonisch_contact_bellen_telefoon,"['telefonisch', 'contact', 'bellen', 'telefoon', 'opnemen', 'hierover', 'bel', 'mogelijk', 'bereikbaar', 'spreken']","['Het zou fijn zijn even telefonisch contact met u te hebben.', 'Het zou erg fijn zijn telefonisch contact te hebben!', 'Anders moeten we nog even telefonisch contact op nemen gr  ']",57
28,282,28_zwangerschap_zwanger_bevallen_bevalling,"['zwangerschap', 'zwanger', 'bevallen', 'bevalling', 'borstvoeding', 'baby', 'miskraam', 'geboren', 'dochter', 'zoon']","['Dit mag gewoon tijdens de zwangerschap.', 'Dit had ik ook tijdens de zwangerschap.', 'Dit vanwege mijn zwangerschap.']",58
41,280,41_operatie_chirurg_chirurgie_coloscopie,"['operatie', 'chirurg', 'chirurgie', 'coloscopie', 'geopereerd', 'anesthesist', 'anesthesie', 'tofacitinib', 'plaatsvinden', 'opereren']","['Nu hoor ik net dat mijn operatie pas over 3 weken.', '  en   ivm een operatie.', 'Hoi   of   afgelopen maandag mijn operatie gehad.']",59
42,269,42_koorts_verkouden_verkoudheid_temperatuur,"['koorts', 'verkouden', 'verkoudheid', 'temperatuur', 'keelpijn', 'koude', 'graden', 'koud', 'rillingen', 'temp']","['Heb (nog) geen koorts.', 'Nu heb ik geen koorts meer.', 'Ik heb geen koorts.']",60
114,260,114_gestopt_opgelost_snel_vanzelf,"['gestopt', 'opgelost', 'snel', 'vanzelf', 'beclametason', 'stop', 'verdwenen', 'laatste', 'hopelijk', 'einde']","['Goedemorgen,  In het weekend is de gordelroos volledig uitgedroogd.', 'Maar zag na afloop pas dat de houdbaarheidsdatum ruim is verstreken ( ).', 'Beste  , De houdbaarheidsdatum van quantoncal is verlopen  .']",61
87,259,87_aanstaande_infuus_komende_vrijdagen,"['aanstaande', 'infuus', 'komende', 'vrijdagen', 'donderdagochtend', 'aankomende', 'haal', 'spreekuur', 'langs', 'volgende']","['Ik kom donderdag prikken en haal dan van tevoren de briefjes op.', 'Van aanstaande maandag.', 'Aanstaande Maandag mag ik mijn infuus weer halen.']",62
124,256,124_horen_fijn_nieuws_goed,"['horen', 'fijn', 'nieuws', 'goed', 'hoor', 'idee', 'klinkt', 'bedankt', 'gerust', 'hartelijk']","['Ok fijn om te horen.', 'Fijn om te horen.', 'Dat is fijn om te horen!']",63
48,253,48_advies_adviseren_tips_wijsheid,"['advies', 'adviseren', 'tips', 'wijsheid', 'graag', 'raad', 'aanraden', 'adviezen', 'voorstel', 'hiermee']","['Graag een advies.', 'Graag jullie advies?', 'Graag uw advies.']",64
71,253,71_dankjewel_dank_bedankt_oke,"['dankjewel', 'dank', 'bedankt', 'oke', 'fijn', 'top', 'super', 'prima', 'alvast', 'hartelijk']","['oke, bedankt alvast!', 'Hoi  ,  Oke dankjewel!', 'Oke dankjewel  ']",65
25,248,25_crohn_ziekte_verklaring_ontstekingen,"['crohn', 'ziekte', 'verklaring', 'ontstekingen', 'gerelateerd', 'ivm', 'combinatie', 'vraag', 'medicatie', 'gezegd']","['Beste  , In de afgelopen 24u is mijn Crohn opgevlamd.', 'Zou het kunnen dat dit te maken heeft met Crohn?', 'Zou het van de Crohn kunnen zijn.']",66
78,246,78_uitslag_bekend_uitslagen_ontlasting,"['uitslag', 'bekend', 'uitslagen', 'ontlasting', 'hallo', 'informeren', 'resultaten', 'goedemorgen', 'ingeleverd', 'vragen']","['Hallo   en  , Is er al iets bekend over de uitslag van ontlasting?', 'Hallo, is de uitslag van de ontlasting al bekend?', 'Hallo, is de uitslag van mijn ontlasting al bekend?']",67
152,242,152_voel_slecht_echt_voelde,"['voel', 'slecht', 'echt', 'voelde', 'lekker', 'ziek', 'goed', 'totaal', 'misselijk', 'radeloos']","['Ik voel me echt niet goed.', 'voel me echt niet goed.', 'Ik weet niet meer wat er kan maar ik voel me echt slecht.']",68
59,240,59_antwoord_dank_bedankt_hartelijk,"['antwoord', 'dank', 'bedankt', 'hartelijk', 'bericht', 'beste', 'reactie', 'uitleg', 'alvast', 'advies']","['Met dank voor uw antwoord.', 'Dank voor het antwoord .', 'Dank u voor uw antwoord.']",69
60,239,60_keel_mond_neus_keelpijn,"['keel', 'mond', 'neus', 'keelpijn', 'hoesten', 'last', 'oor', 'hoest', 'tong', 'ontstoken']","['veel last van zuurbranden, veel slijm in keel en gevoel van keel die dicht zit/ droge mond moeilijk slikken.', 'Beste  / ,  Ik heb al een paar dagen last van mijn keel.', 'Verder heb ik nog altijd heel veel last van slijm in mijn keel, droge mond en het gevoel dat mijn keel is opgezet.']",70
56,237,56_onderzoek_onderzoeken_studie_bevolkingsonderzoek,"['onderzoek', 'onderzoeken', 'studie', 'bevolkingsonderzoek', 'meedoen', 'gegevens', 'mee', 'genteresseerd', 'ontlastingsonderzoek', 'toestemming']","['Zelf zou ik graag een onderzoek willen en welke maakt mij niet uit.', 'Wat heeft dit onderzoek uitgewezen?', 'Zou graag mijn bijdrage aan dit onderzoek willen doen.']",71
68,229,68_bellen_nummer_bereikbaar_bereiken,"['bellen', 'nummer', 'bereikbaar', 'bereiken', 'telefonisch', 'telefoonnummer', 'opnemen', 'contact', 'indien', 'gebeld']","['Zou mij iemand over kunnen bellen ?', 'Jullie kunnen me gewoon bellen.', 'Zouden jullie mij kunnen bellen op  .']",72
116,226,116_hartelijk_bedankt_alvast_voorbaat,"['hartelijk', 'bedankt', 'alvast', 'voorbaat', 'dank', 'hartstikke', 'vriendelijk', 'dankje', 'nogmaals', 'dankjewel']","['Alvast weer heel erg bedankt.', 'Alvast hartelijk dank.', 'Alvast hartelijk bedankt.']",73
69,225,69_darmen_buikpijn_rustig_darm,"['darmen', 'buikpijn', 'rustig', 'darm', 'buik', 'rustiger', 'voel', 'gelukkig', 'last', 'dikke']","['Om even zeker te zijn dat alles nog rustig is in mijn darmen.', 'Verder met mijn darmen gaat het wel goed.', 'De afgelopen dagen gaat het weer goed met mijn darmen.']",74
72,222,72_keer_maal_daags_gemiddeld,"['keer', 'maal', 'daags', 'gemiddeld', 'normaal', 'soms', 'ontlasting', 'dagelijks', 'volle', 'gebruik']","['Ik heb nu nog 5-6 keer per dag ontlasting, tegen 25 a 30 keer een week geleden.', 'Ik heb tussen de 1 en 2 keer ontlasting per dag.', 'Ik heb nu ongeveer 6 keer ontlasting per dag.']",75
35,220,35_antibiotica_kuur_antibioticakuur_bacterie,"['antibiotica', 'kuur', 'antibioticakuur', 'bacterie', 'probiotica', 'antibioticum', 'infectie', 'voorgeschreven', 'gekregen', 'blaasontsteking']","['Hoi  ,  ik ben bij de huisarts geweest en heb een antibiotica kuur van 5 dagen gekregen.', 'Nee geen antibiotica kuur gehad.', 'Ik heb antibiotica gekregen.']",76
40,217,40_gebeld_bellen_vragen_belt,"['gebeld', 'bellen', 'vragen', 'belt', 'gesprek', 'uwv', 'naam', 'bespreken', 'persoonlijk', 'gaf']","['Zij heeft mij toen niet gebeld.', 'Zij zou me hier een aantal weken geleden ook over bellen maar heeft mij helaas nooit gebeld.', 'ze zou mij daar donderdag voor terug bellen maar ik ben niet gebeld.']",77
97,214,97_spuit_spuiten_vloeistof_zetten,"['spuit', 'spuiten', 'vloeistof', 'zetten', 'gezet', 'infuus', 'leveren', 'hyrimoz', 'stoppen', 'naald']","['Wanneer de spuit geplaatst wordt volgens de instructies doen ze niet altijd de vloeistof (helemaal) spuiten wanneer ik hem zet, maar spuiten ze (de rest) wanneer ik hem weghaal van mijn been.', 'Of kan ik mijn spuit beter eerder of later zetten?', 'Aangezien het ook een spuit is.']",78
99,213,99_akkoord_duidelijk_klopt_snap,"['akkoord', 'duidelijk', 'klopt', 'snap', 'toestemming', 'helemaal', 'geef', 'okay', 'uiteraard', 'beste']","['Mocht u akkoord gaan.', 'Dat was akkoord.', 'Hoi  ,  Helemaal akkoord, vooral omdat het een terugkerend iets is.']",79
88,207,88_beter_gaat_verbetering_gelukkig,"['beter', 'gaat', 'verbetering', 'gelukkig', 'verschil', 'hoop', 'veranderd', 'stuk', 'update', 'verbeterd']","['Gaat nu ook inderdaad wat beter.', 'Verder gaat het wel weer wat beter.', 'Het gaat nu wat beter.']",80
77,202,77_sturen_opsturen_toesturen_helpen,"['sturen', 'opsturen', 'toesturen', 'helpen', 'verstuurd', 'nakijken', 'opgestuurd', 'post', 'doorgeven', 'aub']","['Kunnen jullie me deze weer sturen?', 'Zouden jullie het opnieuw kunnen sturen?', 'Zou je me er weer een paar op kunnen sturen?']",81
36,202,36_mri_scan_mriscan_uitslag,"['mri', 'scan', 'mriscan', 'uitslag', 'gemaakt', 'scans', 'dunne', 'bespreken', 'gepland', 'ingepland']","['Hallo  /   Ik heb op 8 april a.s een MRI scan.', 'Hallo,   agelopen zaterdag   ben ik voor de MRI scan geweest!', 'Uitslag mri scan.']",82
45,200,45_pentasa_pentaza_zetpillen_recept,"['pentasa', 'pentaza', 'zetpillen', 'recept', 'granulaat', 'gram', 'korrels', 'herhaalrecept', 'metoject', 'nieuw']","['Graag had ik weer een nieuw herhaar recept Pentasa 2gr  ', 'Pentasa granulated 2gr  ', 'Mag ik opnieuw een recept voor de pentasa  Met vriendelijke  ']",83
92,199,92_huid_gezicht_jeuk_plekken,"['huid', 'gezicht', 'jeuk', 'plekken', 'rode', 'droge', 'vlekken', 'acne', 'bultjes', 'blauwe']","['Hallo   en  ,  Momenteel heb ik weer last van mijn huid.', 'Verder heb ik een ontzettend droge huid gekregen vooral mijn gezicht en hals.', 'Daarnaast merk ik op dat ik op mijn huid wat uitslag heb en sinds kort rode vlekken in mijn gezicht begin te krijgen.']",84
101,199,101_werk_werken_thuis_werkgever,"['werk', 'werken', 'thuis', 'werkgever', 'baan', 'fulltime', 'onderwijs', 'uren', 'stage', 'woon']","['Beste,  Ik werk als BOA in de gemeente  , dus ben ik veel buiten.', 'Ben nu op mijn werk.', 'Wel ben ik weer meer aan het werk in mijn horecazaak.']",85
