Topic,Count,Name,Representation,Representative_Docs
9,444,9_infuus_infusiecentrum_infusen_infusie,"['infuus', 'infusiecentrum', 'infusen', 'infusie', 'volgende', 'infuuscentrum', 'gepland', 'krijg', 'infuustherapie', 'gaan']","['Ik heb 9 augustus wel mijn infuus gehad.', 'Wanneer mag ik mijn infuus weer hebben?', 'Kan ik dan mijn infuus nog een week opschuiven?']"
10,415,10_medicatie_medicijnen_medicijn_medicijngebruik,"['medicatie', 'medicijnen', 'medicijn', 'medicijngebruik', 'starten', 'gebruik', 'bijwerkingen', 'vraag', 'nieuwe', 'zwangerschap']","['Kan dit Met de medicatie te maken hebben?', 'Zou dit iets met medicatie te maken kunnen hebben?', 'Moet ik dit vóór of na de medicatie doen?']"
11,408,11_prednison_prednisolon_afgebouwd_afbouwen,"['prednison', 'prednisolon', 'afgebouwd', 'afbouwen', 'afbouwschema', 'gestart', 'gebruik', 'starten', 'stootkuur', 'slikken']","['Ik neem nog 10 mg prednison.', 'Ben ik hier weg kan ik weer aan de prednison.', 't/m 22-08 prednison 71/2 v.a.']"
12,357,12_test_thuistest_testen_zelftest,"['test', 'thuistest', 'testen', 'zelftest', 'thuistesten', 'gedaan', 'thuis', 'nieuwe', 'zelftesten', 'uitvoeren']","['Zal de test doen.', 'De test is onder de', 'Ik heb nog een test.']"
13,331,13_endoscopie_coloscopie_colonscopie_gastroscopie,"['endoscopie', 'coloscopie', 'colonscopie', 'gastroscopie', 'gepland', 'colonoscopie', 'afdeling', 'datum', 'ingepland', 'staat']","['Beste   ik heb 9 september a.s. een endoscopie bij [PERSOON].', 'Ik heb 7 April een endoscopie gehad.', 'Op 19 juni heb ik een endoscopie gehad.']"
14,322,14_koorts_hoesten_keelpijn_hoofdpijn,"['koorts', 'hoesten', 'keelpijn', 'hoofdpijn', 'keel', 'verhoging', 'temperatuur', 'griep', 'verkoudheid', 'temp']","['Ook had ik hier koorts bij.', 'Ik heb verder geen koorts.', 'Nu heb ik geen koorts meer.']"
15,303,15_fijne_weekend_feestdagen_gewenst,"['fijne', 'weekend', 'feestdagen', 'gewenst', 'fijn', 'alvast', 'wensen', 'wens', 'groet', 'gezond']","['Bedankt alvast en nog een fijne dag.', 'Fijne dagen alvast en tot 6 januari.', 'fijne weekend alvast.']"
16,290,16_spuit_spuiten_injectie_zetten,"['spuit', 'spuiten', 'injectie', 'zetten', 'gezet', 'injecties', 'volgende', 'wekelijks', 'nieuwe', 'zet']","['[PERSOON], Ik heb afgelopen maandag de tweede spuit om de zes weken gehad.', 'Afgelopen zondag heb ik mijn spuit moeten zetten.', 'Ik moet deze donderdag weer de spuit zetten.']"
17,287,17_ijzer_ijzerinfuus_vitamine_ijzergehalte,"['ijzer', 'ijzerinfuus', 'vitamine', 'ijzergehalte', 'laag', 'tekort', 'vit', 'ijzertekort', 'foliumzuur', 'magnesium']","['Ik zou graag willen dat mijn ijzer geprikt wordt.', 'Is het tevens mogelijk om dan ook nog eens vitamine b12 en ijzer te laten prikken?', 'Hallo,   Op 6 augustus heb ik mijn ijzer infuus gehad.']"
18,285,18_gebeld_helaas_gemiste_gemist,"['gebeld', 'helaas', 'gemiste', 'gemist', 'telefoon', 'oproep', 'bellen', 'teruggebeld', 'nummer', 'lijn']","['Ik heb om 9u gebeld, was niemand.', 'Echter heeft ze mij niet gebeld.', 'Er is niet gebeld.']"
19,281,19_pijn_gewrichten_handen_pijnlijk,"['pijn', 'gewrichten', 'handen', 'pijnlijk', 'last', 'rug', 'hoofdpijn', 'vingers', 'knien', 'erger']","['Hallo,   De pijn is wat minder.', 'Pijn is al wat minder.', 'Maar ik heb af en toe meer pijn.']"
20,280,20_apotheek_recept_sturen_locatie,"['apotheek', 'recept', 'sturen', 'locatie', 'faxen', 'gestuurd', 'doorsturen', 'nieuw', 'herhaalrecept', 'verstuurd']","['Zouden jullie dit recept naar apotheek [LOCATIE] kunnen sturen?', 'Sturen jullie dan een recept naar mijn apotheek [PERSOON] in [LOCATIE]?', 'Apotheek [LOCATIE] vroeg om een juist recept naar hen te sturen.']"
21,273,21_formulieren_formulier_potje_toestemmingsformulier,"['formulieren', 'formulier', 'potje', 'toestemmingsformulier', 'opsturen', 'potjes', 'labformulieren', 'toesturen', 'lab', 'sturen']","['Ik heb namelijk geen formulieren.', 'Ik heb de formulieren binnen.', 'Ik heb de formulieren etc.']"
22,269,22_fijn_hoi_horen_goed,"['fijn', 'hoi', 'horen', 'goed', 'beste', 'prima', 'oke', 'gaat', 'hallo', 'nieuws']","['Hoi [PERSOON],  Fijn dat je er weer bent!!', 'Hoi [PERSOON], Dat is heel fijn!', 'Hoi [PERSOON]   Dat is heel fijn om te horen.']"
23,266,23_operatie_geopereerd_chirurg_stoma,"['operatie', 'geopereerd', 'chirurg', 'stoma', 'chirurgie', 'dikke', 'darm', 'verwijderd', 'keizersnede', 'galblaas']","['[PERSOON] en [PERSOON] ivm een operatie.', 'Nu hoor ik net dat mijn operatie pas over 3 weken.', 'Hoi [PERSOON] of [PERSOON] afgelopen maandag mijn operatie gehad.']"
24,252,24_bloeduitslagen_bloeduitslag_bekend_uitslagen,"['bloeduitslagen', 'bloeduitslag', 'bekend', 'uitslagen', 'uitslag', 'bloed', 'bloedprikken', 'prikken', 'bloedonderzoek', 'resultaten']","['De bloeduitslagen zijn volgens mij nog niet bekend.', 'Zijn de bloeduitslagen al bekend.', 'Zijn mijn bloeduitslagen al bekend?']"
25,248,25_klachten_verergerd_verergeren_dezelfde,"['klachten', 'verergerd', 'verergeren', 'dezelfde', 'verbeterd', 'worse', 'helaas', 'erger', 'toegenomen', 'blijven']","['Toch heb ik nog steeds klachten.', 'Maar de klachten nemen nog steeds toe.', 'Veel meer klachten.']"
26,239,26_lang_maanden_duurt_duren,"['lang', 'maanden', 'duurt', 'duren', 'minuten', 'maand', 'vind', 'tijd', 'wachten', 'jaar']","['Ik weet dat ik geduld moet hebben maar vind eigenlijk dat het lang genoeg duurt.', 'Ik maak me toch wel een beetje zorgen en de afspraak duurt nog 4 weken, zo lang.', 'Hoop dat het niet heel lang duurt.']"
27,235,27_vaccinatie_vaccin_griepprik_vaccinaties,"['vaccinatie', 'vaccin', 'griepprik', 'vaccinaties', 'vaccineren', 'corona', 'astrazeneca', 'oproep', 'gevaccineerd', 'boosterprik']","['hallo,  Ik heb vandaag de oproep voor mijn corona vaccinatie gekregen.', 'Goedemorgen,  Ik heb een vraag betreffende corona vaccinatie.', 'Beste,  Ik had een vraag over de vaccinatie van corona.']"
28,223,28_afspraak_staan_gepland_staat,"['afspraak', 'staan', 'gepland', 'staat', 'opstaan', 'datum', 'aanstaande', 'gemaakt', 'afspraken', 'ingepland']","['Ik heb al een afspraak met [PERSOON], op 8 maart.', 'Ik heb op 5 december een afspraak staan bij [PERSOON] en op 20 december een afspraak bij [PERSOON].', 'Afspraak 29-6 2015 om 8.45.']"
29,215,29_moe_vermoeidheid_vermoeid_energie,"['moe', 'vermoeidheid', 'vermoeid', 'energie', 'voel', 'slapen', 'slaap', 'merk', 'slap', 'slecht']","['Ben wel wat moe/weinig energie maar dat kan ook door de hitte zijn he..  [PERSOON]', 'Weinig energie en moe.', 'Beste,   De laatste tijd heb ik weinig energie en voel ik me vaak moe.']"
30,210,30_vakantie_vertrek_nederland_terug,"['vakantie', 'vertrek', 'nederland', 'terug', 'reizen', 'gaan', 'eind', 'rijden', 'camping', 'turkije']","['Ik ga vrijdag namelijk op vakantie.', 'Vrijdag ga ik voor 4 eken met vakantie.', 'Vanaf 17.07 ben ik op vakantie.']"
31,207,31_recept_nieuw_herhaal_krijgen,"['recept', 'nieuw', 'herhaal', 'krijgen', 'uitschrijven', 'aub', 'recepten', 'herhaalrecept', 'sturen', 'voorbereiding']","['Graag dan een recept.', 'Graag hetzelfde recept als altijd.', 'Kunnen jullie het recept a.u.b. z.s.m.']"
32,204,32_uitslag_ontlasting_bekend_onderzoek,"['uitslag', 'ontlasting', 'bekend', 'onderzoek', 'ingeleverd', 'mailen', 'uitslagen', 'hallo', 'ontlastingsonderzoek', 'resultaten']","['Hoe was de uitslag van de ontlasting?', 'Was de uitslag van de ontlasting ook al binnen ?', 'Hoe is de uitslag van de ontlasting?']"
33,201,33_formulieren_formulier_bloedprik_papieren,"['formulieren', 'formulier', 'bloedprik', 'papieren', 'prikken', 'bloedprikken', 'chemie', 'bloedprikformulieren', 'bloedafname', 'briefjes']","['Ik had graag nieuwe formulieren gehad om bloed te laten prikken', 'En heb toch nog niks laten prikken omdat ik geen formulieren heb.', 'Ik heb geen formulieren meer voor het prikken van het bloed.']"
34,198,34_ustekinumab_vedolizumab_infliximab_infuus,"['ustekinumab', 'vedolizumab', 'infliximab', 'infuus', 'vedoluzimab', 'ustekinimab', 'entyvio', 'spiegel', 'remicade', 'krijg']","['[PERSOON], Afgelopen dinsdag heb ik een infuus gehad van Vedolizumab.', 'woensdag heb ik weer een infuus vedolizumab.', 'Ik heb precies een week geleden mijn infuus (ustekinumab) gehad.']"
35,188,35_inleveren_ontlasting_ingeleverd_buisje,"['inleveren', 'ontlasting', 'ingeleverd', 'buisje', 'leveren', 'potje', 'brengen', 'laboratorium', 'breng', 'meenemen']","['dus ik zal in week 37 opnieuw mijn ontlasting inleveren.', 'Ik zou dan ook ontlasting moeten inleveren.', 'Ik zal deze week nog de ontlasting inleveren.']"
36,187,36_advies_adviseren_adviezen_tips,"['advies', 'adviseren', 'adviezen', 'tips', 'graag', 'raden', 'raad', 'aanraden', 'denken', 'hiermee']","['Graag advies wat te doen.', 'Graag jullie advies.', 'Graag advies wat te doen.']"
37,186,37_ibd_ibdcoach_periodieke_team,"['ibd', 'ibdcoach', 'periodieke', 'team', 'vragenlijst', 'sessie', 'mijnibd', 'vullen', 'ingevuld', 'bericht']","['Hallo IBD Coach, ik heb op 18 oktober j.l.', 'Beste ibd coach,  Op 7 aug.j.l.', 'Mag via de IBD-coach.']"
38,186,38_mri_scan_mriscan_scans,"['mri', 'scan', 'mriscan', 'scans', 'uitslag', 'dunne', 'ingepland', 'datum', 'gepland', 'gemaakt']","['As zondag heb ik de afspraak voor de MRI.', 'Hallo [PERSOON] en [PERSOON],  Ik heb 30 juli een MRI gehad.', 'wanneer moet ik voor de mri?']"
39,186,39_snelle_reactie_bedankt_terugkoppeling,"['snelle', 'reactie', 'bedankt', 'terugkoppeling', 'dank', 'dankjewel', 'antwoord', 'reageren', 'hulp', 'hartelijk']","['Bedankt voor jullie snelle reactie.', 'Bedankt voor de snelle reactie.', 'Bedankt voor de snelle reactie.']"
40,184,40_goed_gaat_prima_gelukkig,"['goed', 'gaat', 'prima', 'gelukkig', 'voel', 'rest', 'opgelost', 'duidelijk', 'best', 'loopt']","['Verder gaat het goed met me.', 'En het goed gaat.', 'Ja, het gaat wel goed.']"
41,178,41_hartelijk_alvast_dankjewel_dank,"['hartelijk', 'alvast', 'dankjewel', 'dank', 'bedankt', 'oke', 'hartstikke', 'super', 'fijn', 'duidelijk']","['Alvast hartelijk dank !', 'Alvast hartelijk dank.', 'Alvast hartelijk dank.']"
42,175,42_hoor_graag_alvast_voorbaat,"['hoor', 'graag', 'alvast', 'voorbaat', 'bvd', 'bedankt', 'vrgr', 'dankjulliewel', 'dank', 'horen']","['Ik hoor graag van u.', 'Hoor het graag van jullie.', 'Graag hoor ik van U.']"
43,173,43_apotheek_locatie_telefoonnummer_fax,"['apotheek', 'locatie', 'telefoonnummer', 'fax', 'zorginstelling', 'emailadres', 'zorginstellingpersoonlocatie', 'gegevens', 'margraten', 'vriendelijke']","['Mijn apotheek is: Apotheek de [LOCATIE] [LOCATIE].', 'Mijn apotheek is nog steeds [PERSOON] in [LOCATIE].', 'Af te haken bij apotheek [LOCATIE].']"
44,172,44_groet_vriendelijke_hoor_groetjes,"['groet', 'vriendelijke', 'hoor', 'groetjes', 'graag', 'groeten', 'geb', 'afwachting', 'datum', 'verblijf']","['Ik hoor graag van u.  Vriendelijke groet, [PERSOON]', 'graag hoor ik van u  met vriendelijke groet, [PERSOON]', 'Ik hoor het graag van U, Met vriendelijke groet, [PERSOON]']"
45,170,45_waarde_waardes_waarden_hoog,"['waarde', 'waardes', 'waarden', 'hoog', 'norm', 'gedaald', 'verhoogd', 'laag', 'meting', 'vorige']","['Hoe beoordeelt u de waarde?', 'Wat was de waarde toen?', 'Wat is de waarde?']"
46,169,46_klysmas_klysma_schuimklysmas_vezels,"['klysmas', 'klysma', 'schuimklysmas', 'vezels', 'gebruiken', 'movicolon', 'gebruikt', 'salofalk', 'laxeermiddel', 'proberen']","['Ik heb mijn klysmas weer en neem deze vandaag weer in.', 'Moet ik dan nog klysmas gebruiken ?', 'Ik heb nu geen klysmas meer.']"
47,166,47_weet_oplossen_hieraan_hiermee,"['weet', 'oplossen', 'hieraan', 'hiermee', 'eraan', 'interpreteren', 'goed', 'ermee', 'ondernemen', 'actie']","['Weet nu zelf niet wat wel of niet juist en goed is.', 'Ik weet niet zo goed wat ik nu moet doen.', 'Ik weet niet goed wat ik nu moet doen.']"
48,164,48_gezicht_rode_huid_jeuk,"['gezicht', 'rode', 'huid', 'jeuk', 'bultjes', 'benen', 'rood', 'plekken', 'blauwe', 'vlekken']","['L. S.  Sinds half Juni last van uitslag en jeuk op benen, armen, romp, vooral op  plekken waar de huid een beetje onder druk heeft gestaan (b.v. als mijn arm op de rand van de tafel heeft gelegen wordt dit een rode, jeukende, licht veheven streep).', 'Ik heb sinds een paar weken last van jeuk in mijn gezicht voorhoofd , kaaklijn dit worden uiteindelijk rode bultjes .', 'Daarnaast merk ik op dat ik op mijn huid wat uitslag heb en sinds kort rode vlekken in mijn gezicht begin te krijgen.']"
49,162,49_adres_locatie_verhuisd_verhuizing,"['adres', 'locatie', 'verhuisd', 'verhuizing', 'emailadres', 'woon', 'have', 'mailadres', 'gewijzigd', 'the']","['Mijn nieuwe adres is [LOCATIE], [LOCATIE].', 'Mijn nieuwe adres is :[LOCATIE]                                        [LOCATIE].', 'Mijn adres is: [LOCATIE]-2  [LOCATIE].']"
50,160,50_mis_gegaan_verkeerd_begrijp,"['mis', 'gegaan', 'verkeerd', 'begrijp', 'weet', 'fout', 'misgegaan', 'begrepen', 'verkeerde', 'snap']","['Is er iets mis gegaan?', 'Daar is het alleen mis gegaan.', 'Misschien is daar iets mis gegaan.']"
51,157,51_purinethol_nieuw_recept_herhaalrecept,"['purinethol', 'nieuw', 'recept', 'herhaalrecept', 'aanvragen', 'puri', 'nethol', 'apotheek', 'bestellen', 'allopurinol']","['Hi, kunnen jullie een nieuw recept voor purinethol naar de apotheek in [LOCATIE] sturen?', 'Beste,  Graag zou ik een nieuw recept krijgen van purinethol.', 'Beste,  Graag zou ik een nieuw recept krijgen van purinethol.']"
52,151,52_risico_risicogroep_corona_coronavirus,"['risico', 'risicogroep', 'corona', 'coronavirus', 'werk', 'werken', 'virus', 'val', 'behoor', 'thuis']","['Val ik ook onder de risicogroep die nu geprikt wordt?', 'Ik maak me een beetje zorgen omdat ik onder de risicogroep val door mijn medicatie.', 'Of val ik niet meer onder de risicogroep.']"
53,150,53_apotheek_recept_ontvangen_zojuist,"['apotheek', 'recept', 'ontvangen', 'zojuist', 'aangekomen', 'zeggen', 'hoi', 'gebeld', 'herhaal', 'belde']","['Echter hebben ze bij de apotheek geen recept ontvangen.', 'Om 14.00 uur had de apotheek nog geen recept ontvangen.', 'De apotheek heeft geen recept ontvangen.']"
54,149,54_paracetamol_tramadol_helpt_morfine,"['paracetamol', 'tramadol', 'helpt', 'morfine', 'pijnstillers', 'pijn', 'onderdrukken', 'ibuprofen', 'pijnstiller', 'slik']","['Mag nu 4x 1000mg paracetamol nemen tegen de pijn.', '[PERSOON] iedere dag vier paracetamol van 500mg.', 'mag ik paracetamol/ibubrofen?']"
55,149,55_ziekenhuis_locatie_opgenomen_stage,"['ziekenhuis', 'locatie', 'opgenomen', 'stage', 'lig', 'behandeling', 'brunssum', 'steden', 'loop', 'heerlen']","['Het was in het [ZIEKENHUIS].', 'Dit ga ik nu doen in het [ZIEKENHUIS].', 'Moet ik dan naar het ziekenhuis.']"
56,145,56_sturen_post_opsturen_toesturen,"['sturen', 'post', 'opsturen', 'toesturen', 'verstuurd', 'opgestuurd', 'mail', 'emailadres', 'versturen', 'verzonden']","['Is het mogelijk om deze naar mij toe te sturen via de mail?', 'Is het misschien mogelijk dat jullie deze naar mij via de mail sturen?', 'is het per post verstuurd?']"
57,142,57_reactie_alvast_bedankt_dank,"['reactie', 'alvast', 'bedankt', 'dank', 'dankjewel', 'hartelijk', 'reacties', 'oke', 'befankt', 'respons']","['Alvast bedankt voor de reactie.', 'Bedankt i.i.g. voor je reactie alvast.', 'Alvast bedankt voor jullie reactie.']"
58,142,58_uitslagen_bloed_bekend_ontlasting,"['uitslagen', 'bloed', 'bekend', 'ontlasting', 'uitslag', 'bloeduitslagen', 'weten', 'bloedonderzoek', 'hallo', 'ontlastingkweek']","['Hallo [PERSOON], Zijn de uitslagen van bloed en ontlasting al bekend?', 'Zijn de uitslagen van bloed en ontlasting al bekend?', 'En is mijn bloed en of ontlasting uitslagen al bekend.']"
59,137,59_alvast_groeten_bedankt_hartelijk,"['alvast', 'groeten', 'bedankt', 'hartelijk', 'dank', 'vriendelijke', 'groet', 'dankjewel', 'groetjes', 'mvrgr']","['Alvast hartelijk dank met vriendelijke groet [PERSOON]', 'Alvast hartelijk bedankt Met vriendelijke groet, [PERSOON]', 'Alvast hartelijk dank,  Met vriendelijke groeten,  [PERSOON]']"
60,137,60_controle_poli_poliafspraak_afspraak,"['controle', 'poli', 'poliafspraak', 'afspraak', 'staan', 'gepland', 'polie', 'controleafspraak', 'dokter', 'mdl']","['5 juli heb ik toch n poli-afspraak bij [PERSOON].', 'Of moet ik zelf een afspraak maken voor controle in december?', 'Hallo,  Dinsdag 18 februari heb ik een controle afspraak staan bij de poli.']"
61,137,61_antibiotica_kuur_antibioticakuur_voorgeschreven,"['antibiotica', 'kuur', 'antibioticakuur', 'voorgeschreven', 'ciprofloxacine', 'gekregen', 'doxycycline', 'antibioticum', 'huisarts', 'wand']","['Ze hebben mij daar een antibiotica kuur voorgeschreven.', 'Hoi [PERSOON],  ik ben bij de huisarts geweest en heb een antibiotica kuur van 5 dagen gekregen.', 'Nee geen antibiotica kuur gehad.']"
62,130,62_darmonderzoek_onderzoek_gepland_darm,"['darmonderzoek', 'onderzoek', 'gepland', 'darm', 'wachten', 'aanstaande', 'carona', 'nav', 'staat', 'preventief']","['Beste,   Afgelopen vrijdag heb ik een darmonderzoek gehad.', 'Ook al heb ik dan het darmonderzoek nog niet gehad?', '9 september heb ik een darmonderzoek.']"
63,129,63_eten_eet_drinken_gegeten,"['eten', 'eet', 'drinken', 'gegeten', 'voeding', 'drink', 'knoflook', 'probeer', 'brood', 'voedsel']","['Meestal na het eten.', 'ook na het eten.', 'Eten gaat nog redelijk goed, ik eet misschien iets minder.']"
64,129,64_zorgen_moedeloos_ongerust_geschrokken,"['zorgen', 'moedeloos', 'ongerust', 'geschrokken', 'begin', 'echt', 'radeloos', 'schrok', 'langzaam', 'voel']","['Nu maak ik mij hier wat zorgen over.', 'Ik maak me echt zorgen.', 'Ik maak me echt zorgen.']"
65,128,65_gebeurd_helaas_gelukt_heden,"['gebeurd', 'helaas', 'gelukt', 'heden', 'ophouden', 'geval', 'lukt', 'verhinderd', 'gewenste', 'doorgegaan']","['Tot op heden is dat nog niet gebeurd.', 'Dit is helaas niet gebeurd.', 'Helaas is dat niet gebeurd.']"
66,127,66_hoogte_weten_wilde_melden,"['hoogte', 'weten', 'wilde', 'melden', 'hou', 'laat', 'laten', 'gaat', 'stellen', 'houd']","['Hopelijk maandag wel.. Ik wilde jullie hier graag van op de hoogte stellen.', 'Hallo [PERSOON] en/of [PERSOON],  Ik wil jullie even op de hoogte houden van hoe het met me gaat.', 'Wilde jullie even op de hoogte brengen.']"
67,126,67_thiosix_herhaalrecept_nieuw_recept,"['thiosix', 'herhaalrecept', 'nieuw', 'recept', 'uitschrijven', 'calcium', 'apotheek', 'kauwtabletten', 'aub', 'tabletten']","['Goedemorgen, Kunnen jullie een nieuw recept maken voor de thiosix?', '[PERSOON],  Mijn medicatie van Thiosix is bijna op.', 'Hoi [PERSOON] & [PERSOON],  Mijn Thiosix 10 mg is bijna op.']"
68,124,68_vragenlijst_invullen_ingevuld_vragenlijsten,"['vragenlijst', 'invullen', 'ingevuld', 'vragenlijsten', 'vullen', 'periodieke', 'evaluatie', 'vragen', 'lijst', 'antwoorden']","['Volgens mij heb ik deze vragenlijst al ingevuld🤔', 'Ja, ik heb een vragenlijst ingevuld.', 'Ik kan niet verder met het invullen van de vragenlijst']"
69,124,69_snelle_reactie_bedankt_dank,"['snelle', 'reactie', 'bedankt', 'dank', 'antwoord', 'dankjewel', 'hoi', 'handelen', 'snel', 'bericht']","['Hsallo [PERSOON],  Bedankt voor uw snelle reactie.', '[PERSOON] bedankt voor de snelle reactie.', '[PERSOON] bedankt voor de snelle reactie.']"
70,123,70_bericht_bedankt_dank_hoi,"['bericht', 'bedankt', 'dank', 'hoi', 'dankjewel', 'hallo', 'antwoord', 'berichtje', 'dankuwel', 'info']","['Hallo [PERSOON],  Bedankt voor je bericht.', 'Hallo [PERSOON], bedankt voor je bericht.', 'Hallo [PERSOON],  Bedankt voor je bericht.']"
71,113,71_hoor_graag_interesse_her,"['hoor', 'graag', 'interesse', 'her', 'houdt', '', '', '', '', '']","['Ik hoor het graag.', 'Ik hoor het graag.', 'Ik hoor het graag.']"
72,112,72_huisarts_contact_internist_doorverwezen,"['huisarts', 'contact', 'internist', 'doorverwezen', 'uroloog', 'geadviseerd', 'advies', 'gebeld', 'klanten', 'geraadpleegd']","['Hallo [PERSOON], ik heb contact gehad met de huisarts.', 'Hallo,  huisarts heeft ca.', 'Ik ben net bij de huisarts geweest.']"
73,109,73_vraagje_vraag_daarnaast_hallo,"['vraagje', 'vraag', 'daarnaast', 'hallo', 'tevens', 'wen', 'item', 'klein', 'halloik', 'dingetje']","['Daarnaast heb ik nog een vraagje.', 'Daarnaast heb ik nog een vraagje.', 'Daarnaast heb ik nog een vraagje.']"
74,108,74_proberen_kenniskuren_zsm_prima,"['proberen', 'kenniskuren', 'zsm', 'prima', 'kijken', 'probeer', 'lukken', 'oke', 'volgen', 'zorg']","['Ga het proberen.', 'Oh oké weer wat geleerd, ga het proberen', 'Ik wil het toch gaan proberen om eens zonder te proberen.']"
75,108,75_horen_fijn_nieuws_fantastisch,"['horen', 'fijn', 'nieuws', 'fantastisch', 'goed', 'prima', 'helemaal', 'systeem', 'opluchting', 'gerust']","['Ok, fijn om te horen.', 'Dat is al heel fijn om te horen.', 'Fijn om te horen.']"
76,104,76_voorbaat_dank_reaktie_hartelijk,"['voorbaat', 'dank', 'reaktie', 'hartelijk', 'moeite', 'genomen', 'zorgdragen', 'hartelijke', 'allereerst', 'voorstel']","['Bij voorbaat dank.', 'Bij voorbaat dank.', 'Bij voorbaat dank.']"
77,103,77_beter_gaat_langzaam_begint,"['beter', 'gaat', 'langzaam', 'begint', 'stuk', 'gelukkig', 'terug', 'alweer', 'ging', 'kant']","['Verder gaat het wel weer wat beter.', 'Gaat wat beter nu.', 'Het gaat wat beter.']"
78,103,78_onderzoek_onderzoeken_mee_meedoen,"['onderzoek', 'onderzoeken', 'mee', 'meedoen', 'toestemming', 'genteresseerd', 'roesje', 'deelnemen', 'informatiefolder', 'akkoord']","['Ik ga zeker mee doen met dit onderzoek.', 'Zelf zou ik graag een onderzoek willen en welke maakt mij niet uit.', 'Zou graag mijn bijdrage aan dit onderzoek willen doen.']"
79,101,79_ontvangen_heden_bevestiging_post,"['ontvangen', 'heden', 'bevestiging', 'post', 'helaas', 'gekregen', 'brief', 'reactie', 'bericht', 'spullen']","['ik heb nog niets mogen ontvangen :-)', 'Ik heb deze nog niet ontvangen.', 'Deze hebben alleen nog niks ontvangen.']"
